Estacion;FECHA (YYMMDD);HORA (HHMM);MP10;MP2_5;CO;NO;NO2;O3;Humedad;Temperatura;Viento_v;;;;
Pudahuel;90126;0;55,5416;25,7083;0,283333;8,29166;14,25;27,5833;43,1666;19,7916;1,55557;;;;
Pudahuel;90127;0;64,9583;32,5;0,408333;14,7083;18,4583;40,625;41,5833;19,8916;0,326965;;;;
Pudahuel;90128;0;75,875;33,125;0,474999;15,7917;19,0417;41,75;34,9166;21,8916;0,351013;;;;
Pudahuel;90129;0;63,2083;28,2917;0,2375;5,875;11,25;31,6667;76,4164;16,8916;2,11274;;;;
Pudahuel;90130;0;54,4166;24,8333;0,266666;8,91666;14,375;30,9167;82,3333;16,3416;2,12091;;;;
Pudahuel;90131;0;48,0833;26,1667;0,454165;15,5833;16,0833;30,5833;67,5;20,375;0,568977;;;;
Pudahuel;90201;0;55,2083;26,5833;0,241666;2,625;13,1667;28,2083;49,4166;17,525;1,68217;;;;
Pudahuel;90202;0;45,0833;23,25;0,1875;5,75;15,0417;23,9583;72,1664;14,5833;1,52877;;;;
Pudahuel;90203;0;59,4583;27,2917;0,245833;11,7083;15,5417;29,2083;51;16,5083;0,938602;;;;
Pudahuel;90204;0;41,625;14,7917;0,15;9,54166;10,0417;23,6667;61,8333;20,325;2,05631;;;;
Pudahuel;90205;0;35,6666;14,5;0,1625;8,91666;10;20,75;63,9166;17,65;1,78419;;;;
Pudahuel;90206;0;47,9166;22;0,241666;5,20833;13,4167;29,2917;42,9166;19,6;1,39855;;;;
Pudahuel;90207;0;56,0416;24,25;0,279166;4,79166;13,4167;28,25;38,5833;18,4417;1,03713;;;;
Pudahuel;90208;0;41,2916;21,25;0,324999;5,41666;13,125;35,6666;58,9166;17,2333;0,944859;;;;
Pudahuel;90209;0;70,0833;29,0417;0,304166;13,3333;15,0833;27,7083;40,1666;20,8916;0,19014;;;;
Pudahuel;90210;0;59,2083;29,5833;0,329166;10,8333;14,9167;27,0833;82,5833;16,3916;1,59997;;;;
Pudahuel;90211;0;65,5833;33;0,420833;17,375;19,2917;32,5416;50,1666;19,425;0,390723;;;;
Pudahuel;90212;0;79,375;39,1666;0,4375;12,9583;18;31,5833;35,0833;23,1666;1,26519;;;;
Pudahuel;90213;0;65,375;26,75;0,3125;13,875;15,875;30,5417;61,4166;17,2583;2,04158;;;;
Pudahuel;90214;0;66,2916;30,75;0,483332;12,3333;15,7917;39,375;54,8333;22,55;1,06839;;;;
Pudahuel;90215;0;63,8333;32,375;0,287499;3,91666;12,25;29,8333;71,1664;18,0166;1,10973;;;;
Pudahuel;90216;0;42,5;20,9167;0,316666;10,625;11,875;24,9167;86,75;16,8416;1,41544;;;;
Pudahuel;90217;0;41,6666;21,4167;0,345833;13,25;14,7917;32,1666;66,8333;20,675;1,29528;;;;
Pudahuel;90218;0;52,3182;23,7083;0,195833;3,29166;12,875;28,7917;39,4166;20,7583;1,43314;;;;
Pudahuel;90219;0;42,2916;19,25;0,216666;6,45833;12,4167;25,1667;81,5;17,9166;1,08604;;;;
Pudahuel;90220;0;46,7916;22,0417;0,295833;15,6667;13,5417;27,625;73,5833;17,7583;0,488545;;;;
Pudahuel;90221;0;47,625;21;0,2;4,20833;11,5;20,0417;;18,325;2,33552;;;;
Pudahuel;90222;0;48,125;21,375;0,349999;8,08333;14,25;30,0833;63;14,9917;0,648185;;;;
Pudahuel;90223;0;71,4166;29,4583;0,399999;15,7917;16,5833;30,4167;43;20,5333;0,984179;;;;
Pudahuel;90224;0;57,2916;24,5;0,275;9,29166;15;24,2083;80;16,6833;1,32443;;;;
Pudahuel;90225;0;56,9166;26,2917;0,270833;7,5;15,7917;29,2917;80,9164;18,0083;0,824919;;;;
Pudahuel;90226;0;56,875;26,4167;0,316666;8,25;16,1667;28,3333;78,5833;18,7333;1,68133;;;;
Pudahuel;90227;0;57,2916;25,5833;0,304166;9,54166;13,9167;24,5833;85,0833;16,8416;2,83269;;;;
Pudahuel;90228;0;51,125;26;0,445833;10,2917;17,7917;9,125;87,25;16,8666;1,71975;;;;
Pudahuel;90301;0;32,0833;15,0833;0,329166;6,04166;12,1667;28,2083;91,0833;15,9333;0,850842;;;;
Pudahuel;90302;0;42,2916;17,0833;0,319047;11,9091;14;19,2917;84,0833;16,275;1,30456;;;;
Pudahuel;90303;0;25,0833;21,1111;0,436363;6,91304;13,0435;9,25;83,5;15,975;1,25174;;;;
Pudahuel;90304;0;42,0454;19,9167;0,441666;14,375;16,9167;22,3333;94,9164;14,2583;1,08253;;;;
Pudahuel;90305;0;84,4736;23,4737;0,572726;35;23,3043;28,5417;62,1666;16,25;1,33162;;;;
Pudahuel;90306;0;85,375;22,0417;0,829165;51,6666;26,0417;24,2917;44,5833;21,3333;0,39282;;;;
Pudahuel;90307;0;94,6666;21,5;0,874999;31,7083;19,6667;23,5833;41,6666;20,2333;0,687366;;;;
Pudahuel;90308;0;62,4166;17,7917;0,612499;19,4167;18,375;29,75;41,4166;19,9083;0,319433;;;;
Pudahuel;90309;0;59,2708;14,4305;0,487499;19,4583;18,4167;32,5;52,5833;19,6583;1,56631;;;;
Pudahuel;90310;0;50,9166;18,5;0,316666;8;13,3333;21,875;86,0833;15,4333;1,59085;;;;
Pudahuel;90311;0;53,4583;19,875;0,520832;12,4583;16,2917;28,375;98,75;14,925;1,25728;;;;
Pudahuel;90312;0;61,375;19,0833;0,562499;18,4167;20;27,25;86;17,5833;0,881639;;;;
Pudahuel;90313;0;66,1666;21,0417;0,670832;19;21,0417;31,2917;73,3333;18,9;0,718205;;;;
Pudahuel;90314;0;82,75;25,7917;0,849998;18,2083;22,1667;32,1666;71,3333;20,0833;0,717662;;;;
Pudahuel;90315;0;78,0416;19,5;0,816666;15,9583;17,75;38,3333;48,0909;20,525;1,43621;;;;
Pudahuel;90316;0;62,5;15,625;0,562499;10,7083;19,0417;24,2083;43,1666;16,6833;1,7725;;;;
Pudahuel;90317;0;74,0416;18,3333;0,445833;14,5;21,5417;30,875;49,5;18,6333;1,88427;;;;
Pudahuel;90318;0;81,375;24,2083;0,504166;13,6667;24,0417;31,6667;53,4166;17,4583;1,52351;;;;
Pudahuel;90319;0;56,8333;20,3333;0,445833;12,125;17,625;22,6667;80;15,2833;1,62917;;;;
Pudahuel;90320;0;73,5;25,5833;0,708332;18,25;23,25;30,0417;84,5833;14,4333;0,61374;;;;
Pudahuel;90321;0;80,2916;30,3333;0,845832;14,5;24,7083;35,1666;69,8333;16,7166;1,08092;;;;
Pudahuel;90322;0;77,0416;30;0,683332;15,375;25,4583;35,4583;60,6666;16,6333;1,0013;;;;
Pudahuel;90323;0;78,9583;25,7917;0,720833;36,0833;24,3333;27,1667;49,4166;17,25;0,400784;;;;
Pudahuel;90324;0;69;21,9167;0,404166;16,8333;21,3333;21,9545;70,4164;13,7167;1,70048;;;;
Pudahuel;90325;0;68,0416;22,4583;0,458333;17,625;22,0833;27,625;74,9164;14,5917;0,876009;;;;
Pudahuel;90326;0;76,9166;28,4167;0,891665;32,5833;25,4583;27,4583;71,4164;16,475;0,825884;;;;
Pudahuel;90327;0;68;25,0417;0,616666;20;22,1667;25,125;71,5833;15,6333;1,11861;;;;
Pudahuel;90328;0;76,0833;29,0417;0,962499;33,1666;21,9583;32;72,1664;15,55;1,19204;;;;
Pudahuel;90329;0;43,1364;13,4545;0,565216;8,52173;12,4783;26;79,5833;15,975;0,326821;;;;
Pudahuel;90330;0;63,1304;20,1739;0,662498;20,375;20,2917;23;77,9164;17,3833;0,940104;;;;
Pudahuel;90331;0;75,75;25,9167;0,674998;24,7083;24,0833;20,1304;62,8333;19,7917;1,24938;;;;
Pudahuel;90401;0;67,9166;20,625;0,466665;15,5417;19,6667;22,5;46,25;20,0833;1,01878;;;;
Pudahuel;90402;0;57,4166;19,625;0,4;10,0417;21,9167;19,75;56,5833;15,475;1,20958;;;;
Pudahuel;90403;0;38,6666;11,875;0,420833;13,0417;12,125;10,125;85,5;15,3;1,86437;;;;
Pudahuel;90404;0;46,75;14,4167;0,541666;13,0833;15,0417;16,875;88,5;15,9833;1,93528;;;;
Pudahuel;90405;0;73,7083;22,5;1,00416;28,9583;22,875;28,625;62,8333;15,6083;0,635382;;;;
Pudahuel;90406;0;97,125;33,375;1,28333;60,625;33;28,3333;50,5;17,025;0,555818;;;;
Pudahuel;90407;0;87,5833;28,1667;1,11666;53,5;26,75;26,75;63,0833;18,9166;0,277844;;;;
Pudahuel;90408;0;88,7916;30,5;0,891665;66;26,2083;22,1667;66,9164;18,5833;0,190838;;;;
Pudahuel;90409;0;70,4166;24,9167;0,508332;33,5833;23,5417;24,5417;86,75;14,75;0,434281;;;;
Pudahuel;90410;0;58,125;24,5417;0,712499;38,375;20,2083;27,125;90,6664;14,4083;1,11478;;;;
Pudahuel;90411;0;50,5833;20,8333;0,508332;14,7083;15,4583;25,7917;84,25;14,8333;0,65307;;;;
Pudahuel;90412;0;48;18,4167;0,566666;20,4167;13,7083;20,75;85;14,0667;0,905744;;;;
Pudahuel;90413;0;65,8333;21;0,641665;33,8333;21,6667;22,125;82;13,7417;0,675941;;;;
Pudahuel;90414;0;95,25;35,5833;1,05;63,5416;25,7083;29,875;79,9164;15,9;0,823912;;;;
Pudahuel;90415;0;77,5416;34,625;0,649999;15,9583;25,625;24,9167;79,5833;14,475;0,385962;;;;
Pudahuel;90416;0;76,7083;30,25;0,841665;35,2916;25,1667;27,5417;91,0833;13,375;0,725595;;;;
Pudahuel;90417;0;99,875;34,125;1,25;54,9166;29,0417;24,0833;79,4164;14,5583;0,68767;;;;
Pudahuel;90418;0;120,708;43,2916;1,85833;81;30,125;29,2917;66,6664;14,5417;0,749329;;;;
Pudahuel;90419;0;118,75;47,9583;2,50416;108,792;29,3333;29,7083;47,6666;15,4167;0,451436;;;;
Pudahuel;90420;0;100,042;31,3333;1,45;59,4166;33,8333;26,625;51,75;16,425;0,0877266;;;;
Pudahuel;90421;0;124,458;38,5833;1,4125;98,0416;34,4583;20,4167;51,5;16,4083;0,769793;;;;
Pudahuel;90422;0;93,2083;33,5;0,991665;67,8333;27;23;64,6664;16,05;0,415905;;;;
Pudahuel;90423;0;68,4166;20,7083;0,629166;29,7917;22,8333;17,8333;80,6664;15,0667;0,738766;;;;
Pudahuel;90424;0;104,792;34,9583;0,899999;41,4583;28,9583;22,3333;67,0833;14,1416;0,846581;;;;
Pudahuel;90425;0;134,417;51,0833;1,7125;71,4166;37,4583;25,2083;69,3333;13,525;0,82515;;;;
Pudahuel;90426;0;134,583;57,9166;2,27083;88,625;32,625;34,8333;63,5;12,9417;0,24228;;;;
Pudahuel;90427;0;89,375;33,0416;0,912498;31,5833;30,2083;22,4167;74;12,5166;1,03891;;;;
Pudahuel;90428;0;94,9583;40,9166;1,0875;45,2083;32,625;22,3333;91,1664;10,6;0,776089;;;;
Pudahuel;90429;0;67,7916;34,7916;0,891665;20;26,125;16,4583;97,1818;9,14998;1,3877;;;;
Pudahuel;90430;0;47,25;29;;16,9583;22,75;7,79166;100,5;8,47498;1,91195;;;;
Pudahuel;90501;0;72;42,2083;0,983332;25,2083;34,125;28,0417;;8,34998;1,45722;;;;
Pudahuel;90502;0;47,5416;30,2917;0,558332;4,16666;19,5417;15,5833;95,75;8,02498;1,20186;;;;
Pudahuel;90503;0;46,3333;24,25;0,558332;4,29166;16,2917;20,4583;102;8,27498;1,0298;;;;
Pudahuel;90504;0;39,7916;13,625;0,620832;28,5417;18,8333;10,9583;90,5;12,725;2,62989;;;;
Pudahuel;90505;0;120,458;41,5416;1,52083;89,3333;35,625;9,58333;79;9,95833;0,478988;;;;
Pudahuel;90506;0;98,625;34,4166;1,39166;85,4583;27,2083;9,08333;79,4164;11,8167;0,941188;;;;
Pudahuel;90507;0;86,9166;40,5238;1,49166;100,591;25,3636;7,04166;96,75;9,75832;1,02311;;;;
Pudahuel;90508;0;98,125;50,4166;1,475;95,9166;31,125;14,6667;;8,69165;0,939342;;;;
Pudahuel;90509;0;69,25;30,2083;1,1125;48,7916;28,2083;14,9167;;9,94997;0,691549;;;;
Pudahuel;90510;0;142,167;69,625;2,65416;99,5833;46,9583;7,79166;90,25;10,6833;0,605639;;;;
Pudahuel;90511;0;228,417;96,6666;3,84166;227,5;82,1666;3,75;84,9164;13,0583;0,540606;;;;
Pudahuel;90512;0;134,125;65,8333;2,35416;150,292;54,5833;4,04166;79;13,6583;0,326149;;;;
Pudahuel;90513;0;42,4166;25,5417;1,70416;106,417;25,7917;2,91666;98,3333;14,7;1,59697;;;;
Pudahuel;90514;0;60,4166;32,875;1,74583;121,125;21,9167;5;;13,6167;0,750404;;;;
Pudahuel;90515;0;57,8333;27;1,35416;66,2916;28,5;7,70833;92,3333;11,9083;0,882416;;;;
Pudahuel;90516;0;100,083;52,5416;2,05416;131,875;32,5416;5,66666;85,8333;12,0667;0,928596;;;;
Pudahuel;90517;0;34,875;17,875;0,708332;27,25;18,3333;7,25;90,5;13,6833;1,49891;;;;
Pudahuel;90518;0;54,5833;20,5;0,674999;31,25;25,875;9;94,3333;12,475;2,30068;;;;
Pudahuel;90519;0;96,4583;41,3333;1,3375;97,9583;40,7916;11,0833;82,3333;11,5833;1,75355;;;;
Pudahuel;90520;0;149,625;58,6666;2,4875;201,875;40,8333;12,4167;85;11,1333;0,318749;;;;
Pudahuel;90521;0;154,333;66,1666;2,72916;163,75;51,9583;26,3333;75,0833;10,6833;0,619287;;;;
Pudahuel;90522;0;119,875;55,7083;2,20416;136,875;40,8333;22,6522;66,9164;12,025;0,850133;;;;
Pudahuel;90523;0;105,792;51,7083;1,82916;95,5416;38,3333;17,625;87,4164;12,175;0,757668;;;;
Pudahuel;90524;0;82,7083;48,8333;1,66666;69,6666;26,125;8,45833;90,0833;13,3167;0,921659;;;;
Pudahuel;90525;0;22,5417;14,3333;0,687499;34,375;18,5;1,70833;89;14,55;1,02219;;;;
Pudahuel;90526;0;30;14,25;0,599998;24,7083;21,0417;3,625;;11,5083;1,65023;;;;
Pudahuel;90527;0;82,1818;40,625;1,3875;96,6666;36,0833;;83,1664;7,82499;0,581161;;;;
Pudahuel;90528;0;66,5833;37,2083;0,999999;53;28,25;;91;;1,02458;;;;
Pudahuel;90529;0;85,2083;43,625;1,23333;62,9166;33,5416;2,77777;91,2726;8,93332;0,6656;;;;
Pudahuel;90530;0;67,4166;46,1666;1,825;77,7916;34,7916;4,20833;86,5833;11,7166;0,375365;;;;
Pudahuel;90531;0;97,8333;52,5833;3,2375;147,833;26,7917;12,125;94,8333;8,69165;0,491834;;;;
Pudahuel;90601;0;162,75;76,125;4,99999;354,625;45,8333;8,75;77,4164;9,66666;0,842805;;;;
Pudahuel;90602;0;160,375;79,75;4,89583;394,333;54,4583;11,1667;68,5833;11,15;0,469665;;;;
Pudahuel;90603;0;154,667;77,25;3,72499;290,042;57,9166;10,5833;65,5833;11,2583;0,492307;;;;
Pudahuel;90604;0;121,917;57,7916;2,09583;145,333;45,125;10,3333;73,3333;12,5417;0,523964;;;;
Pudahuel;90605;0;154,458;66,4583;3,53749;277,625;48,0416;9,58333;73,0833;11,0667;0,250363;;;;
Pudahuel;90606;0;151,042;88,125;3,90416;251,125;53,6666;9,04166;55,9166;10,6333;0,501941;;;;
Pudahuel;90607;0;68,125;42,25;0,912498;18,375;25,5;6,41666;94;8,31665;1,35664;;;;
Pudahuel;90608;0;125,25;64,8181;1,8;83,8333;42,4583;6,95833;85;9,09998;0,737679;;;;
Pudahuel;90609;0;158,083;71,9166;3,11666;211,167;48,5;7,79166;;6,99165;0,750312;;;;
Pudahuel;90610;0;154,75;72,2916;3,52083;252,75;56,7083;9,04166;61,75;8,26665;0,186709;;;;
Pudahuel;90611;0;201,042;89,8333;5,52777;320,167;63,125;8,54166;65,3333;8,76665;0,481127;;;;
Pudahuel;90612;0;150;82,7083;3,45833;299,875;59,5833;7,83333;57,3333;9,25832;0,5467;;;;
Pudahuel;90613;0;83,75;50,375;0,833332;24,0417;31,625;7,125;90,6664;7,72498;1,32767;;;;
Pudahuel;90614;0;41,2083;29,6667;1,00833;29,0833;28,75;2,54166;83,3333;8,88332;2,13363;;;;
Pudahuel;90615;0;45;25,7917;1,44583;88,875;26,1667;2,91666;;9,39998;0,731548;;;;
Pudahuel;90616;0;85,5416;39,6666;2,08749;163,583;29,875;3,33333;;7,95833;0,761438;;;;
Pudahuel;90617;0;64,25;23,4583;1,07083;82,5;29,6667;2,54166;73,5;12,8417;1,52484;;;;
Pudahuel;90618;0;100,917;42,375;1,77917;153,348;46,3043;3,83333;71,75;11,7917;0,794765;;;;
Pudahuel;90619;0;50,375;29,7083;1,39583;102,5;44,4166;2,58333;73,4164;12,3083;1,62199;;;;
Pudahuel;90620;0;13,5417;10,875;0,758331;18,2917;22,7917;1,45833;;10,3916;1,381;;;;
Pudahuel;90621;0;39,125;20,0417;1,1;21;24,7083;5,83333;91,4164;8,61664;2,30541;;;;
Pudahuel;90622;0;86,625;36,375;2,175;112,25;40,7916;3,125;82,25;6,53333;0,613033;;;;
Pudahuel;90623;0;122,143;51,85;2,22727;150,217;50,0435;4,625;84,5833;3,71666;1,08008;;;;
Pudahuel;90624;0;167,083;82,0833;4,40833;291,917;70,7916;6,08333;91,4164;4,87498;0,297692;;;;
Pudahuel;90625;0;154,75;79,3333;3,24166;231,417;66,125;3,08333;85,6664;6,38332;1,06973;;;;
Pudahuel;90626;0;161,333;69,4583;2,82916;221,958;67,2083;4,58333;90;7,20833;0,238751;;;;
Pudahuel;90627;0;132,25;68,2083;3,14166;208,5;61,5833;5,125;82,6664;8,65833;0,580496;;;;
Pudahuel;90628;0;7,70833;6,41666;0,658332;9,79166;21,2917;15,0417;93,5833;10,5833;0,632833;;;;
Pudahuel;90629;0;71,1666;32,5416;2,58333;107;38,375;12,1667;96;7,44999;0,681787;;;;
Pudahuel;90630;0;51,2083;29,125;1,65417;96,7083;41,75;7,41666;87,4164;9,84166;0,14231;;;;
Pudahuel;90701;0;32,5833;18,9583;0,849998;47,0833;30,8333;5,29166;95,9164;8,34998;0,874949;;;;
Pudahuel;90702;0;102,667;35,5833;1,86666;113,25;46,9583;5,91666;88,6664;10,1416;0,848075;;;;
Pudahuel;90703;0;125,917;53,1666;2,11666;159,083;57,6666;3,875;86,4164;11,2;0,955621;;;;
Pudahuel;90704;0;147,958;63,6666;3,02083;177,292;57,0416;2,75;86,9164;10,3083;0,811176;;;;
Pudahuel;90705;0;132,958;69,6666;3,5625;178,042;56;3,41666;85,1818;10,6833;0,773744;;;;
Pudahuel;90706;0;42,3333;20,2917;1,28333;65,0416;29,8333;8,625;90,3333;10,9583;0,788902;;;;
Pudahuel;90707;0;54,8333;21,125;1,39583;106,125;36,7916;5,58333;83,75;10,5333;0,684065;;;;
Pudahuel;90708;0;79,25;35,6666;1,60833;108,417;45;5,70833;89,3333;7,39165;0,42646;;;;
Pudahuel;90709;0;101;50,4166;2,22916;168,958;56,6666;6,54166;73;6,05;0,469816;;;;
Pudahuel;90710;0;72,75;29,7083;1,5375;91,9583;42,4166;7,54166;68,1664;9,73331;1,08062;;;;
Pudahuel;90711;0;162,917;77,0416;4,69582;235,958;66,375;10,4583;87,5833;7,46666;0,658731;;;;
Pudahuel;90712;0;127,625;84,4583;3,84166;184,25;53,5416;4,33333;72,3333;7,98331;0,555899;;;;
Pudahuel;90713;0;97,6818;41,4;2,175;124,182;31;7,20833;88,75;8,84163;1,09181;;;;
Pudahuel;90714;0;99,9583;52,6666;2,20833;160,417;29,7083;11,5833;83,25;7,60833;0,730638;;;;
Pudahuel;90715;0;82,5;38,25;1,54166;99,75;29,875;9,45833;86,8333;9,94165;1,02207;;;;
Pudahuel;90716;0;106,25;55,8333;2,5;150,042;30,2917;13,5833;89;8,39165;0,455378;;;;
Pudahuel;90717;0;56,5;34,5416;0,916665;45,4166;26,25;8,25;88,3333;8,84998;0,368706;;;;
Pudahuel;90718;0;80,2916;43,7083;1,89166;105,667;23,3333;9,75;90,6664;7,23333;0,732716;;;;
Pudahuel;90719;0;84,875;51,4166;2,25416;102,125;24,5;5,16666;89,3333;8,45833;0,341646;;;;
Pudahuel;90720;0;57;33,25;1,01666;48;25,25;4,375;93,1664;8,79999;0,516603;;;;
Pudahuel;90721;0;26,0833;19,25;0,741665;25,0417;25,625;9,70833;87,8333;9,48331;1,693;;;;
Pudahuel;90722;0;17,9583;7,41666;0,595832;14,7917;22,4167;14,4167;95;6,14999;1,06099;;;;
Pudahuel;90723;0;102,522;41,25;2,09583;120,375;30,25;10,875;78,75;3,96666;0,745319;;;;
Pudahuel;90724;0;187,917;93,375;4,98749;331,167;40,875;10,125;82,5833;3,70833;0,484379;;;;
Pudahuel;90725;0;137,958;75,25;3,55416;211,542;43;9,83333;72,5;5,71666;0,760221;;;;
Pudahuel;90726;0;163,625;93,4166;4,64165;201,208;37,4166;14,5;73,6664;5,86665;0,457464;;;;
Pudahuel;90727;0;112,583;61,7083;3,49166;124,75;43,25;6,875;71,9164;8,97498;0,68645;;;;
Pudahuel;90728;0;99,7083;49,7916;3,50833;115,5;36,6666;10,25;83,4164;8,06665;0,837349;;;;
Pudahuel;90729;0;142,458;70,625;5,22499;254,542;44,2083;11,875;68,6664;7,69999;0,37713;;;;
Pudahuel;90730;0;88,2083;43,625;2,49091;98,75;37,0416;12,7917;70,1664;8,98331;0,860202;;;;
Pudahuel;90731;0;59,1666;24,5417;0,974998;63,3913;28,6087;5,41666;62,9166;9,39165;1,02995;;;;
Pudahuel;90801;0;85,5416;45,8333;1,925;100,5;30,4167;10,2917;93,75;6,95;0,428295;;;;
Pudahuel;90802;0;118,042;67,625;2,95;124,708;35,75;15,2083;79,9164;8,99997;0,61243;;;;
Pudahuel;90803;0;75,8333;37,4166;1,475;77,25;34,7083;13,75;83,5;10,3583;0,527776;;;;
Pudahuel;90804;0;28,625;15,75;0,445832;10,8333;20,0417;6,375;94,75;8,09163;2,55674;;;;
Pudahuel;90805;0;36,875;16,6667;1,10833;63,375;22,8333;8,54166;89,4164;10,5917;0,994299;;;;
Pudahuel;90806;0;74,9583;38,125;1,53333;111,25;30,875;3,20833;84,25;6,51665;0,614923;;;;
Pudahuel;90807;0;46,5416;24,25;0,929165;51,875;26,875;8,5;85,1111;7,02499;1,28615;;;;
Pudahuel;90808;0;82,125;42,375;1,72083;95,2916;32,8333;12,1667;72,0833;5,09998;0,143003;;;;
Pudahuel;90809;0;100,667;54,4166;2,45416;104,708;36,6666;16,8333;69,6664;7,91666;0,40466;;;;
Pudahuel;90810;0;140;59,9583;2,92083;204,042;51,375;14,4167;72,0833;7,71666;0,922626;;;;
Pudahuel;90811;0;123,292;55,25;2,38333;175,833;53,3333;13,0833;70,0833;9,51665;0,390961;;;;
Pudahuel;90812;0;36,6666;18,5417;0,604165;21,0417;27,25;1,79167;73,8333;14,875;1,25565;;;;
Pudahuel;90813;0;80,5833;36,2083;1,44583;89,2916;42,625;3,54166;92,75;10,8;0,362755;;;;
Pudahuel;90814;0;62,1666;25,2917;1,025;64,25;32,25;2,79166;81,0833;14,2917;0,786711;;;;
Pudahuel;90815;0;7,66666;5,25;0,691666;8,16666;21,3333;16,0417;82,0833;12,075;3,3171;;;;
Pudahuel;90816;0;41,65;15,1667;1,175;32,7083;26,5833;13,5417;;6,21666;0,789672;;;;
Pudahuel;90817;0;68,5833;26,2083;1,34583;71,875;32,0416;9,75;83,5833;7,15833;0,868675;;;;
Pudahuel;90818;0;18,5833;15;0,729165;34,6666;36;11,5417;82,9164;9,79166;0,577477;;;;
Pudahuel;90819;0;26,7917;12,2083;0,679165;34,6666;28,4167;13,1667;95;8,59166;0,823619;;;;
Pudahuel;90820;0;71,6666;27,9167;1,30833;95;29,2083;9,70833;85,9164;9,28333;0,70758;;;;
Pudahuel;90821;0;57,9583;31,0417;1,05416;67,6818;29,0454;4,375;88,0833;11,875;1,40869;;;;
Pudahuel;90822;0;51,125;32;1,40417;79,0833;22,25;10,3333;;10,2083;0,378592;;;;
Pudahuel;90823;0;82,1666;41,875;1,96667;89,2083;22,9583;10,125;91,75;9,76665;0,486562;;;;
Pudahuel;90824;0;112,167;50,5416;2,12916;138,5;31,5;5,54166;91,9164;10,8667;0,382043;;;;
Pudahuel;90825;0;123;58,5833;2,55416;178,792;42,3333;11,4583;94,5833;9,53333;0,48934;;;;
Pudahuel;90826;0;126,708;50,9583;2,19583;153,583;41,2916;16,6667;76,9164;13,3417;0,865934;;;;
Pudahuel;90827;0;114,208;50,7916;2,125;163,958;44,625;;74,3333;13,6333;1,11808;;;;
Pudahuel;90828;0;81,4166;36,25;1,39166;96,2083;33,8333;22,2917;70,9164;15,1333;0,325499;;;;
Pudahuel;90829;0;30,25;18,9167;0,679166;16,4167;20,125;15,3333;91,1664;13,3417;1,53076;;;;
Pudahuel;90830;0;39,6666;21;0,841665;17,625;19,5;12,9167;;11,1583;1,38208;;;;
Pudahuel;90831;0;32,1666;16,4167;0,662498;24,9167;18,8333;2,33333;92,6664;11,7167;0,353952;;;;
Pudahuel;90901;0;49,625;24,25;0,574999;29,5833;23,4583;2,08333;91,8888;11,925;0,427696;;;;
Pudahuel;90902;0;17,1667;12,375;0,304166;10,0833;21,4583;2,41666;;11,7167;1,02875;;;;
Pudahuel;90903;0;48,8333;21,75;0,849999;58,8333;25,2917;4,75;;8,09166;2,03732;;;;
Pudahuel;90904;0;84,8333;36,875;1,31666;98,2083;33,75;6,04166;90,1664;7,97498;0,702719;;;;
Pudahuel;90905;0;55,2083;33,875;1,24166;54,7916;31,2917;3,79166;73,8333;12,4917;0,86463;;;;
Pudahuel;90906;0;20,0833;14,3333;0,729166;20,875;17,0833;13,6667;96,4164;11,3;0,782898;;;;
Pudahuel;90907;0;11,7083;4,75;0,366666;5,08333;17,5417;13,5417;92,1664;9,24164;1,5179;;;;
Pudahuel;90908;0;26,375;10,5417;0,375;9,54166;20,9583;8,29166;69,5833;7,75;1,99453;;;;
Pudahuel;90909;0;49,625;22,125;0,624999;34;27,5417;14,25;77,25;6,175;0,751323;;;;
Pudahuel;90910;0;81,5833;29,7917;1,09583;63,5416;32;14;76,75;6,98333;0,698967;;;;
Pudahuel;90911;0;101,762;42,6818;1,79091;113,545;31,9091;17,7917;85,6664;9,61664;0,53659;;;;
Pudahuel;90912;0;48,7778;23,0694;1,27308;22;28,3333;25,5417;;;;;;;
Pudahuel;90913;0;32,9166;21,7083;0,883331;3,375;17,4167;20,75;96,75;9,56665;2,46429;;;;
Pudahuel;90914;0;46,3333;22,5833;0,458333;9,79166;18,9167;8;91,9164;10,25;1,80372;;;;
Pudahuel;90915;0;45,4166;22,125;0,366666;15,4167;19,0833;13,0417;84,3634;11,95;0,960002;;;;
Pudahuel;90916;0;45,6666;20,25;0,445833;24,9167;20;14,9583;91,4164;10,5583;0,857597;;;;
Pudahuel;90917;0;44,125;20,2083;0,533333;16,3333;17,8333;8;80,25;10,6917;1,35223;;;;
Pudahuel;90918;0;54,2083;30,6667;0,662498;7,75;21,0833;20,4167;;9,76665;0,857081;;;;
Pudahuel;90919;0;72,75;47,6315;1,69565;50,4782;18,3043;27,8333;77,1664;11,1417;0,394268;;;;
Pudahuel;90920;0;39,75;15,625;0,662498;17,375;18,2083;24,9167;78,75;13,3833;0,914488;;;;
Pudahuel;90921;0;19,5;6,41666;0,270833;5,41666;15,7083;7,91666;77,6664;12,9083;0,99143;;;;
Pudahuel;90922;0;29,375;12,5833;0,479166;22,375;20,125;15,6522;92,1664;8,00832;1,55037;;;;
Pudahuel;90923;0;53,25;22,7917;0,591665;34,7916;23,625;17,2917;72,1664;10,1;0,963259;;;;
Pudahuel;90924;0;51,2105;17,1562;0,591665;20,5;24,1667;18,375;74,25;11,6;0,754972;;;;
