Estacion;FECHA (YYMMDD);HORA (HHMM);MP10;MP2_5;CO;NO;NO2;O3;Humedad;Temperatura;Viento_v;;;;
Las Condes;131012;0;49,7708;17,2917;0,444675;4,71582;18,9436;26,8626;67,1666;11,4417;0,928621;;;;
Las Condes;131013;0;41,6041;16,125;0,347538;2,53747;16,5852;27,5948;74,5;10,95;0,767392;;;;
Las Condes;131014;0;62,1666;18,0833;0,46679;7,7348;25,5843;25,8039;70,4166;12,3417;1,52608;;;;
Las Condes;131015;0;71,5208;20,6667;0,424922;8,2552;27,019;29,3514;63,6667;13,9333;1,25709;;;;
Las Condes;131016;0;75,4166;20;0,465246;7,40725;26,8141;28,7258;69,8333;12,9333;0,59048;;;;
Las Condes;131017;0;67,7291;18,875;0,490544;8,20937;28,6799;31,4861;62,0833;14,0417;1,15716;;;;
Las Condes;131018;0;73,75;23,1667;0,565376;10,0937;33,4742;22,8923;53,3333;15,05;1,35244;;;;
Las Condes;131019;0;61,0208;18,125;0,438391;6,86497;22,1564;22,6483;75,3333;13,7417;0,971405;;;;
Las Condes;131020;0;34;10,6667;0,227759;2,794;12,3025;20,0221;79,5;9,48332;0,503964;;;;
Las Condes;131021;0;43,6666;10,3333;0,350517;9,51549;18,6383;16,4574;84,75;10,0583;0,574743;;;;
Las Condes;131022;0;49,4791;13,7917;0,308697;10,7123;21,4416;15,2061;79,5833;10,85;0,693063;;;;
Las Condes;131023;0;46,2083;12,5833;0,274536;8,93593;21,1002;20,5652;80,8333;6,95833;0,879152;;;;
Las Condes;131024;0;70,6458;19,9583;0,577478;18,144;37,6023;14,3742;59,6667;11,6167;0,936607;;;;
Las Condes;131025;0;71,8958;21,3333;0,409902;9,53128;27,0172;20,3211;63,75;12,6167;0,946648;;;;
Las Condes;131026;0;50,4166;18,0417;0,459075;6,84524;21,5972;27,832;80,3333;9,59998;0,793254;;;;
Las Condes;131027;0;48,9583;17,5833;0,355053;1,51881;17,6161;38,2682;51,0833;13,625;1,41642;;;;
Las Condes;131028;0;71,3695;25,2917;0,469356;8,39537;22,1617;20,3933;54,8333;14,1417;0,447034;;;;
Las Condes;131029;0;68,7708;30,25;0,476149;10,1983;26,881;19,1764;82,75;9,84998;0,494167;;;;
Las Condes;131030;0;66,7083;28;0,488952;18,7444;30,5505;11,1636;74,9166;12,5833;1,04488;;;;
Las Condes;131031;0;36,5625;19,8333;0,319183;2,68927;17,5213;11,6621;85;10,225;0,754657;;;;
Las Condes;131101;0;34,3958;14,2625;0,367445;2,58744;13,0951;22,2392;83,0833;9,29999;0,297029;;;;
Las Condes;131102;0;30,9792;15,2222;0,295182;2,77435;13,5472;24,3155;80,8333;10,3167;0,491053;;;;
Las Condes;131103;0;31,5208;;0,267683;1,36942;13,4114;36,1198;62,5;13,0917;1,5396;;;;
Las Condes;131104;0;63,4545;20,8286;0,359699;4,86015;20,3471;28,0245;56,5833;15,0583;1,13971;;;;
Las Condes;131105;0;67,1458;22;0,448306;9,2776;26,0046;24,9617;77,8333;12,525;1,15668;;;;
Las Condes;131106;0;48,2291;15,875;0,453143;7,05643;21,2551;17,3442;75,6666;12,9417;0,475672;;;;
Las Condes;131107;0;51,6041;19,4348;0,416318;6,82372;19,0426;21,4005;78,1666;10,1083;0,548574;;;;
Las Condes;131108;0;49,0416;20,8869;0,291697;6,59263;18,4887;22,3939;60,5833;12,35;0,644383;;;;
Las Condes;131109;0;41,7291;16,125;0,352056;5,66041;16,4501;19,8467;46,9167;10,8833;1,15942;;;;
Las Condes;131110;0;27,2083;12,7083;0,444675;2,91;11,6134;19,2452;67,5;9,79999;0,249497;;;;
Las Condes;131111;0;43,5;25,5217;0,304413;4,78363;15,9785;22,968;77,8333;8,95833;0,772029;;;;
Las Condes;131112;0;53,4791;12,0571;0,324318;7,82035;23,5619;27,7816;61,5833;13,8667;0,890187;;;;
Las Condes;131113;0;57,9375;9,54166;0,353331;5,84752;21,2978;31,3795;38,4167;16,1333;1,97093;;;;
Las Condes;131114;0;45,625;8,39999;0,263273;6,23794;16,27;20,1286;36,75;13,3917;1,40045;;;;
Las Condes;131115;0;50,4166;15,2545;0,35642;8,00452;23,441;25,7317;68,5833;11,6167;0,75495;;;;
Las Condes;131116;0;61,0625;17,9583;0,314259;3,85004;21,7498;34,566;35,25;16,0333;1,19409;;;;
Las Condes;131117;0;48,625;26,4583;0,380865;3,41855;17,9728;24,1161;49,75;15,725;1,61888;;;;
Las Condes;131118;0;58,1458;28,125;0,393883;6,0067;19,2175;18,5673;87,6666;11,3917;0,890666;;;;
Las Condes;131119;0;63,4375;28,125;0,492042;10,0918;21,7681;22,0192;89,5;11,4917;0,592646;;;;
Las Condes;131120;0;63,75;19,125;0,450167;5,79891;22,4712;29,812;82,6666;12,6583;0,659528;;;;
Las Condes;131121;0;63,9166;21,2083;0,401375;4,78863;23,1515;32,4623;63,5;14,7;1,20771;;;;
Las Condes;131122;0;86,7291;25,2917;0,448142;6,48188;27,2609;33,2976;44,0833;17,3667;0,964507;;;;
Las Condes;131123;0;65,7083;22;0,47539;4,16195;20,9701;29,7502;66,4166;15,9;0,72438;;;;
Las Condes;131124;0;46,1666;14,8333;0,379606;2,49448;11,9542;26,6564;74,6666;13,4083;0,267134;;;;
Las Condes;131125;0;57,1458;15,6667;0,311531;6,00616;14,9597;22,9611;72,5833;12,3583;0,320917;;;;
Las Condes;131126;0;62,6458;14,3333;0,339349;5,00407;15,5757;20,4105;77,4166;10,9667;0,566264;;;;
Las Condes;131127;0;57,5416;15,2917;0,381297;5,83622;17,6577;24,233;81,25;8,92499;0,296535;;;;
Las Condes;131128;0;48,9166;16,1667;0,344143;4,33905;17,8522;25,1783;69,3333;11,025;0,453191;;;;
Las Condes;131129;0;61,8958;16,9167;0,306255;7,86261;23,2581;27,5948;60,5;11,975;0,716908;;;;
Las Condes;131130;0;62,75;15,375;0,358047;4,31929;18,389;32,4451;58,8333;13,4167;0,928054;;;;
Las Condes;131201;0;52,9375;14,875;0,300168;1,78728;14,3023;35,7451;57,8333;14,5167;0,92484;;;;
Las Condes;131202;0;48,3125;16,625;0,31538;3,85665;18,0094;28,9698;63,3333;14,5167;0,872986;;;;
Las Condes;131203;0;59,1666;24,2917;0,406086;5,78562;24,3317;34,7036;50,4167;17,05;0,860414;;;;
Las Condes;131204;0;77,8125;25,0833;0,425413;4,46371;21,5548;32,3524;42;16,325;1,36988;;;;
Las Condes;131205;0;73,4791;22,0417;0,383897;4,62229;22,7799;31,3589;58,75;13,4583;0,643354;;;;
Las Condes;131206;0;77,8958;20,5833;0,367921;4,87419;22,4115;29,7982;61,6667;14,3417;0,93757;;;;
Las Condes;131207;0;69,0625;17,0417;0,4307;3,86377;20,278;29,5783;52,8333;14,6417;0,885371;;;;
Las Condes;131208;0;31,375;12,4583;0,222051;1,67468;10,262;20,5652;61,5833;15,0583;0,201358;;;;
Las Condes;131209;0;40,0833;12,4583;0,344546;5,6433;16,9366;22,8064;77,75;10,5833;0,912892;;;;
Las Condes;131210;0;57,4375;15,6667;0,358156;5,75186;19,2493;29,8429;62,0833;15,5083;0,723971;;;;
Las Condes;131211;0;63,3541;17,75;0,405341;6,12763;22,2642;27,6773;60,1667;15,8833;1,07086;;;;
Las Condes;131212;0;62,1041;20,875;0,424673;6,5554;23,0862;27,4779;72,5;15,7333;0,648806;;;;
Las Condes;131213;0;63,9166;21,2917;0,480868;7,08376;24,2788;28,9698;65,9166;15,6917;0,702665;;;;
Las Condes;131214;0;58,4791;25,2917;0,507678;5,65321;20,6843;34,3598;78,6666;16,0417;0,58489;;;;
Las Condes;131215;0;48,25;24,0417;0,47695;5,20316;17,5293;31,7336;76,6666;16,8667;0,532651;;;;
Las Condes;131216;0;58,5208;21,7917;0,412967;4,10054;20,6454;31,2832;76,9166;16,4583;0,610214;;;;
Las Condes;131217;0;64,8958;23,375;0,508794;5,41901;23,3103;31,2076;71,25;17,4917;0,637991;;;;
Las Condes;131218;0;61,3333;26,3333;0,437645;5,48046;21,9879;30,0492;72;17,425;0,977489;;;;
Las Condes;131219;0;63,3333;28,5;0,480968;7,46911;23,9509;28,5779;78,5;16,3917;0,868258;;;;
Las Condes;131220;0;57,9545;27,625;0,56486;8,28926;22,7101;27,8664;80,1666;16,9083;0,368238;;;;
Las Condes;131221;0;57,5;24,125;0,4833;6,0801;20,1372;29,4408;81,1666;16,0667;0,359906;;;;
Las Condes;131222;0;50,0833;21,125;0,413416;3,42704;14,699;30,0492;80,0833;15,9417;0,560135;;;;
Las Condes;131223;0;65,3181;21,4545;0,460584;3,51778;19,6642;31,2626;79;16,7667;0,54726;;;;
Las Condes;131224;0;64,3125;27,8333;0,533569;5,87675;20,6156;27,2545;76,6666;18,1583;0,930634;;;;
Las Condes;131225;0;38,1041;23,75;0,430373;1,10545;10,2556;27,9386;87;15,3833;0,836912;;;;
Las Condes;131226;0;50,5625;19,2083;0,304948;3,17982;14,6949;26,5533;85,4166;15,6667;0,572661;;;;
Las Condes;131227;0;61,125;17,9583;0,407858;5,69043;18,1122;30,6335;63,8333;16,6833;0,977448;;;;
Las Condes;131228;0;57,7916;19,2917;0,399916;1,87716;14,7483;39,4851;53,8333;18,65;1,38968;;;;
Las Condes;131229;0;56,1086;24,3333;0,258016;1,2594;12,3148;37,1063;48,3333;17,8917;0,864307;;;;
Las Condes;131230;0;54,9791;12,3333;0,307355;4,03203;14,301;25,6252;43,0833;19,0583;0,910837;;;;
Las Condes;131231;0;53,0217;14,5833;0,367585;6,28893;13,3944;25,2195;61,0833;17,1917;0,617248;;;;
Las Condes;140101;0;40,125;13,3333;0,235985;2,71814;8,01668;25,2539;47,75;15,4083;0,788367;;;;
Las Condes;140102;0;42,8958;13,2273;0,24864;4,01908;11,0848;22,4077;63,25;15,5333;0,701426;;;;
Las Condes;140103;0;58;15,75;0,306174;3,3913;16,1091;28,4439;48,3333;16,6667;1,16597;;;;
Las Condes;140104;0;124,458;71,25;0,60284;2,4229;19,776;54,9642;37,5833;18,05;1,48136;;;;
Las Condes;140105;0;127,271;79,625;0,729497;1,07008;15,1715;50,4335;47,3333;19,1083;1,27734;;;;
Las Condes;140106;0;96,2708;48,5;0,573801;1,75734;16,7977;41,8054;62,9167;18,4333;0,849232;;;;
Las Condes;140107;0;72,375;30,3333;0,432207;2,58179;18,7514;41,3035;56;19,6167;1,37538;;;;
Las Condes;140108;0;145,646;77,0416;0,818377;3,69612;21,8792;43,5999;38,9167;19,45;1,55187;;;;
Las Condes;140109;0;82,2631;48,1666;0,612762;3,13963;18,7714;34,4561;71,8333;15,9167;0,859386;;;;
Las Condes;140110;0;56,1086;27,625;0,420364;2,8915;16,4486;31,255;58,1667;17,1167;0,469795;;;;
Las Condes;140111;0;56,3958;25,2917;0,413647;1,79224;14,7192;43,0808;52,3333;17,575;1,60714;;;;
Las Condes;140112;0;55,1666;23,375;0,391089;1,28047;12,3274;37,7939;44,6667;18,0917;1,0566;;;;
Las Condes;140113;0;58,2083;18,875;0,374307;6,14239;20,6454;25,9036;61,75;16,975;0,415259;;;;
Las Condes;140114;0;55,25;20,4167;0,389721;5,31141;22,178;30,2795;70,5;17,9167;0,656335;;;;
Las Condes;140115;0;69,1666;25,2105;0,446179;3,26283;19,9426;34,8196;60,25;19,4083;0,93891;;;;
Las Condes;140116;0;52,1458;23,4167;0,360932;3,74867;16,4519;26,2302;66,75;19,9917;0,428981;;;;
Las Condes;140117;0;40,8125;21,0417;0,111284;2,56017;11,5935;25,4877;67,5833;19,275;0,893044;;;;
Las Condes;140118;0;39;17,8333;0,101183;3,11573;14,7076;23,4871;64,8333;18,2667;0,873151;;;;
Las Condes;140119;0;30,75;11;0,0999998;2,69797;6,17915;22,2564;83,0833;18,2333;0,38489;;;;
Las Condes;140120;0;40,6458;9,91666;0,0999998;3,33238;7,77956;21,6067;74,5;15,9917;0,763057;;;;
Las Condes;140121;0;38,5625;9,66666;;4,03773;10,6009;24,2811;66,9166;15,1333;0,611656;;;;
Las Condes;140122;0;41,3958;9,79166;;5,87083;12,1434;22,1567;67,6666;16,1167;0,596798;;;;
Las Condes;140123;0;37,1458;8,04166;0,116834;3,40231;10,7848;21,0567;61,6667;16,725;0,936816;;;;
Las Condes;140124;0;37,8958;8,625;0,115957;3,39145;12,6004;25,2367;78,6666;15,2667;0,926033;;;;
Las Condes;140125;0;41,7916;11,8333;0,125219;4,1394;13,9132;27,3989;59,1667;15,7167;0,609313;;;;
Las Condes;140126;0;38,25;12,7917;0,136876;1,92393;11,0715;29,2104;65;16,15;0,589395;;;;
Las Condes;140127;0;41,6458;14,1667;0,115428;2,83824;11,692;27,7495;61,3333;15,3917;1,02269;;;;
Las Condes;140128;0;45,8125;12,7917;0,195867;5,24848;17,1934;25,5014;75,5833;14,55;0,66252;;;;
Las Condes;140129;0;54,2083;15,2083;0,13887;4,33509;18,2753;32,8783;66,75;16,7417;0,759673;;;;
Las Condes;140130;0;52,8333;13,7917;0,10445;3,25696;18,9188;32,5689;53;18,5917;1,6226;;;;
Las Condes;140131;0;45,5;15,0417;0,114426;4,14019;16,2881;26,3058;67,75;17,7583;0,528224;;;;
Las Condes;140201;0;37,4166;17;0,111925;3,16342;11,8879;24,0783;68,9166;17,45;0,583736;;;;
Las Condes;140202;0;34,0208;7,70833;0,100025;2,02242;10,3119;24,0061;41,5;14,95;0,680412;;;;
Las Condes;140203;0;34,2916;6,5;0,101106;4,91873;14,9984;22,167;58;14,4083;0,497849;;;;
Las Condes;140204;0;42,25;8,625;0,100497;5,63548;16,356;21,538;59,25;15,5333;0,56469;;;;
Las Condes;140205;0;33,8125;6,875;0,0999998;5,24892;11,8886;20,0117;66,4166;13,575;0,324428;;;;
Las Condes;140206;0;41,2083;9,625;0,263639;4,73993;14,3593;24,3773;69,25;15,4417;0,820518;;;;
Las Condes;140207;0;42,6458;13,2083;0,295254;4,88726;16,9842;28,8908;58,8333;15,5;0,498673;;;;
Las Condes;140208;0;36,4375;10,5;0,275793;2,67863;13,7397;30,3792;56,6667;14,825;0,676984;;;;
Las Condes;140209;0;31,5208;9,875;0,251326;1,28044;10,4418;31,9158;66,3333;16,075;0,677204;;;;
Las Condes;140210;0;47,0208;13,4583;0,320354;5,28085;18,6272;27,588;70,25;16,475;0,607088;;;;
Las Condes;140211;0;50,0208;15,5417;0,326979;4,53526;19,4543;26,5877;73,75;16,5417;0,724227;;;;
Las Condes;140212;0;46,3541;13,6667;0,33953;3,83625;18,3627;30,0802;61,5833;17,65;0,434302;;;;
Las Condes;140213;0;57,1041;14,0417;0,311162;5,32133;18,5811;26,9417;53;17,5167;1,3867;;;;
Las Condes;140214;0;55,6875;20,75;0,293023;3,96083;16,3245;28,2824;72,75;14,6333;0,927465;;;;
Las Condes;140215;0;38,2391;14,0417;0,323099;3,1188;13,6131;19,454;81,5833;14,4;0,475133;;;;
Las Condes;140216;0;25,1875;11,5;0,283374;1,7218;11,0053;25,8177;76,5;13,725;0,597796;;;;
Las Condes;140217;0;41,2708;12,4583;0,303214;4,68898;16,9008;27,117;62,75;15,55;0,653882;;;;
Las Condes;140218;0;45,0416;15,9167;0,38887;7,0947;19,6608;25,6939;77,5;15,425;0,342465;;;;
Las Condes;140219;0;44,875;14,9583;0,410772;4,74097;19,157;27,4421;73,3333;16,7167;1,00204;;;;
Las Condes;140220;0;41,0416;14,125;0,295901;3,92935;16,7736;28,3786;66,0833;16,0333;0,640191;;;;
Las Condes;140221;0;41,6666;12,0833;0,317904;4,88041;17,1545;26,6255;60,75;16,7;0,873504;;;;
Las Condes;140222;0;44,5625;15,2917;0,283351;3,22113;15,2129;34,903;44,1667;15,975;0,951387;;;;
Las Condes;140223;0;43,2291;17,3333;0,364974;1,65801;11,8742;32,239;52,5833;15,325;1,00884;;;;
Las Condes;140224;0;45,8125;17,375;0,247912;6,79188;16,3019;19,668;72,4166;13,9083;0,719013;;;;
Las Condes;140225;0;43,2173;15,5;0,277427;6,12604;17,4348;21,019;78,1666;12,45;0,59083;;;;
Las Condes;140226;0;44,5;10,9167;0,266227;6,49413;19,7284;27,5261;57,5;15,1583;0,992755;;;;
Las Condes;140227;0;50,7916;12,7083;0,33523;6,34731;20,4959;29,6711;44,6667;16,9083;1,23227;;;;
Las Condes;140228;0;52,0625;15,5417;0,359333;9,91135;22,3501;24,728;55,5833;15,95;0,312728;;;;
Las Condes;140301;0;40,3125;11,9583;0,301185;2,94141;14,2324;20,8539;70,0833;13,6833;0,367229;;;;
Las Condes;140302;0;29,9167;11,375;0,312864;2,46008;11,3122;21,7408;75,25;13,825;0,110948;;;;
Las Condes;140303;0;45,25;14,25;0,436624;7,13785;18,4745;18,4855;77,8333;13,8333;0,505905;;;;
Las Condes;140304;0;50,4375;16,3333;0,428421;7,38428;21,147;22,6311;73,8333;14,6167;0,853982;;;;
Las Condes;140305;0;54,3125;16,4167;0,454729;7,67471;21,5267;26,3195;68,5833;16,175;1,69821;;;;
Las Condes;140306;0;50,7291;13,5;0,367199;6,07648;19,9907;25,2264;54,25;17,8583;0,866046;;;;
Las Condes;140307;0;68,7083;16,2083;0,431887;7,01262;23,3022;28,9114;49,9167;16,6167;0,961113;;;;
Las Condes;140308;0;54,6458;17,375;0,409407;2,92431;17,7123;34,1089;41,25;16,825;0,995132;;;;
Las Condes;140309;0;34,7916;10;0,278818;1,1392;10,3057;22,9783;45,9167;16,275;1,2983;;;;
Las Condes;140310;0;51,125;8,95238;0,300176;6,03994;17,2356;17,3786;64,75;16,6583;0,693786;;;;
Las Condes;140311;0;55,4375;10,875;0,357172;7,82284;19,5696;23,0023;45,3333;14,4167;1,51932;;;;
Las Condes;140312;0;54,0416;12,5417;0,378752;9,49144;22,1081;25,0167;53,5833;14,6417;0,580436;;;;
Las Condes;140313;0;51,625;10,9167;0,296109;10,1955;19,3705;18,3549;60,5;15,175;1,20003;;;;
Las Condes;140314;0;50,0625;17,6667;0,412528;7,28436;19,6451;18,0111;71,25;13,675;0,17104;;;;
Las Condes;140315;0;46,5208;15,875;0,433858;6,81453;20,3857;19,5992;76,0833;13,2417;0,64663;;;;
Las Condes;140316;0;33,8541;12,0952;0,331187;2,85745;14,9216;23,2189;68,3333;13,475;1,10211;;;;
Las Condes;140317;0;52,5;11;0,406171;9,79134;21,696;20,8676;57,3333;14,4833;1,01853;;;;
Las Condes;140318;0;56,0416;11,2917;0,360069;9,30797;20,8958;17,9458;65,4166;14,6083;0,519771;;;;
Las Condes;140319;0;57,3125;13,9167;0,492678;10,3575;22,8543;18,9117;64,5;13,1167;0,540488;;;;
Las Condes;140320;0;67,4791;17,75;0,502218;10,663;26,4713;23,7036;67,5833;14,4083;1,27565;;;;
Las Condes;140321;0;68,8125;19,2917;0,456675;8,75314;24,7307;25,5598;53;16,2667;0,554854;;;;
Las Condes;140322;0;57,7083;16,1667;0,405261;2,5852;20,3836;31,7473;47,4167;16,75;1,31098;;;;
Las Condes;140323;0;56,8958;20,8333;0,446916;2,27137;19,0666;33,6758;46,5;16,275;2,42112;;;;
Las Condes;140324;0;76,3125;29,1667;0,54267;8,51154;26,5406;26,5807;62,9167;14,9667;0,941792;;;;
Las Condes;140325;0;76,8125;25,5833;0,568759;11,4642;28,2511;24,3051;74,1666;13,7833;1,20813;;;;
Las Condes;140326;0;67,075;27,25;0,608858;15,3785;27,544;18,953;75,25;13,8417;0,517152;;;;
Las Condes;140327;0;80,0833;29,4583;0,613373;14,8;28,4639;16,7014;85,5;11,6333;0,719252;;;;
Las Condes;140328;0;89,4583;26,6667;0,658081;17,9566;32,8073;17,6845;83,8333;11,5833;1,06204;;;;
Las Condes;140329;0;69,375;25,7083;0,559968;11,4678;21,8621;20,1561;82,25;11,8583;0,41969;;;;
Las Condes;140330;0;23,125;8,625;0,236614;1,52528;6,94275;21,813;75,4166;12,4;1,04019;;;;
Las Condes;140331;0;65,0625;9,21053;0,416456;14,4573;21,5138;11,4317;63,1667;12,325;0,93618;;;;
Las Condes;140401;0;74,6041;14,7917;0,435772;13,92;24,8983;16,2718;70,25;11,85;1,75204;;;;
Las Condes;140402;0;66,9375;15,75;0,375484;12,2036;25,3925;16,698;71,5833;12,5417;1,10011;;;;
Las Condes;140403;0;71,1875;17,8333;0,574379;14,6273;26,5764;16,1755;73,5833;11,6;1,46033;;;;
Las Condes;140404;0;74,7708;22,9167;0,572921;13,3479;27,2436;18,5542;72,6666;11,475;0,271327;;;;
Las Condes;140405;0;62,7083;28,2083;0,606028;7,23934;23,153;23,4389;74,5833;10,65;0,785809;;;;
Las Condes;140406;0;51,7291;30,3333;0,507523;5,21858;16,5789;20,6786;80,0833;9,65833;0,43724;;;;
Las Condes;140407;0;41,2916;13,4583;0,314862;7,00367;15,736;15,6908;73,8333;11,0583;0,382198;;;;
Las Condes;140408;0;65,2708;12,125;0,398596;15,3224;24,4693;13,3808;71,0833;9,52498;0,616825;;;;
Las Condes;140409;0;74,0833;14,0833;0,475852;15,4029;26,5165;12,3709;43,9167;11,2917;1,25882;;;;
Las Condes;140410;0;60,3958;17,9167;0,39061;7,7969;19,3015;14,9724;72,4166;13,8417;0,572212;;;;
Las Condes;140411;0;71,3125;21,1667;0,56405;;25,6065;11,0468;69,1666;10,675;1,04558;;;;
Las Condes;140412;0;68,375;20,9583;0,591818;;24,6689;14,7042;63,1667;9,38332;1,42591;;;;
Las Condes;140413;0;35,375;8;0,390786;;19,8518;18,9152;45,3333;11,225;1,5321;;;;
Las Condes;140414;0;72,2291;12,6667;0,54401;;28,6299;16,2064;15,75;15,6667;1,67452;;;;
Las Condes;140415;0;82,7291;19,625;0,564302;17,3399;33,9723;21,2423;32,1667;14,3583;1,58308;;;;
Las Condes;140416;0;67,6875;22,875;0,589575;11,8723;26,4309;17,3339;72,4166;12,5167;0,97941;;;;
Las Condes;140417;0;89,75;37,3333;0,801961;26,9038;44,342;7,98049;79,9166;11,8917;1,43708;;;;
Las Condes;140418;0;51,3541;26,3333;0,670064;8,091;34,5385;13,2021;57,6667;11,1583;1,70368;;;;
Las Condes;140419;0;41,2708;16,25;0,493705;6,2006;26,5748;21,1117;45,6667;9,34166;1,5834;;;;
Las Condes;140420;0;37,9583;13,0417;0,498992;3,58283;22,648;24,5526;36,25;11,525;1,5512;;;;
Las Condes;140421;0;78,375;15,625;0,567905;20,13;33,7491;14,6699;38,75;12,4833;1,03195;;;;
Las Condes;140422;0;104,667;24,5833;0,783178;28,4894;44,9922;15,0274;41,3333;12,0083;1,83872;;;;
Las Condes;140423;0;100,625;35,125;0,789023;26,3455;44,0299;18,0214;42;12,8417;0,907467;;;;
Las Condes;140424;0;123,479;54,2083;1,02845;30,1763;55,9133;16,8252;72,5833;10,3;1,156;;;;
Las Condes;140425;0;105,667;47,25;0,931362;32,8053;48,4978;17,3099;68,5;10,875;0,985439;;;;
Las Condes;140426;0;52,7291;40,625;0,603371;10,2779;28,0277;6,45081;88,75;9,30832;0,667229;;;;
Las Condes;140427;0;36,9583;28,75;0,556659;9,84061;22,255;16,2786;78,5;10,375;0,514423;;;;
Las Condes;140428;0;79,7916;32,9583;0,752398;23,3925;39,2263;11,8752;76,5833;8,17499;1,21383;;;;
Las Condes;140429;0;82,6458;33,0416;0,815991;23,9804;39,1996;12,6692;68,3333;9,24998;1,07442;;;;
Las Condes;140430;0;85,2916;31,0417;0,700828;22,6205;38,2366;12,8377;61,75;8,44998;1,03702;;;;
Las Condes;140501;0;52,9791;14,8889;0,227164;8,73083;21,1151;16,4986;53,6667;11,1333;0,0571505;;;;
Las Condes;140502;0;56,6875;17,7083;0,568788;48,6356;30,763;6,44736;37,6667;15,8;3,56218;;;;
Las Condes;140503;0;34,1041;18,875;0,411064;25,078;25,9321;10,9986;62,4167;11,4167;0,719903;;;;
Las Condes;140504;0;29,2708;16,875;0,257104;9,55276;20,7429;15,8695;78,5;11,2917;1,20107;;;;
Las Condes;140505;0;68,8125;37,2916;0,743095;49,9458;40,1017;4,16487;79,4166;13,0167;0,938717;;;;
Las Condes;140506;0;74,5;32,3157;0,576699;34,7359;43,3008;10,1496;82,0833;12,2417;1,18862;;;;
Las Condes;140507;0;82,0833;41,9166;0,452627;31,1603;45,7306;11,5899;70,75;12,0333;1,09562;;;;
Las Condes;140508;0;86,6458;35,0416;0,532394;29,7151;45,879;14,1027;54,0833;12,625;1,53443;;;;
Las Condes;140509;0;72,1875;35,125;0,43581;26,2566;39,8646;8,33456;66,8333;11,7833;1,24261;;;;
Las Condes;140510;0;60,3958;46,7916;0,440587;25,005;36,059;5,39894;95;11,275;0,745241;;;;
Las Condes;140511;0;51,9166;47,9166;0,373342;11,07;28,343;7,24831;88,8333;11,5667;0,373459;;;;
Las Condes;140512;0;81,0416;57,4583;0,580422;30,0878;39,3231;9,09427;77,8333;10,1917;0,90213;;;;
Las Condes;140513;0;86,125;45,7083;0,498058;32,5037;45,2611;9,31425;65,75;8,14165;1,25901;;;;
Las Condes;140514;0;80,2916;42,375;0,449244;26,5072;37,7895;8,94063;76;10,8833;0,951263;;;;
Las Condes;140515;0;91,3541;38,25;0,535725;32,5118;41,7692;9,90207;64;10,8;1,42621;;;;
Las Condes;140516;0;70,3125;33,0833;0,372847;23,0145;37,128;12,1983;64,4166;12,0667;0,7988;;;;
Las Condes;140517;0;74,5416;38,0833;0,669512;25,0817;47,8281;8,16612;62,3333;10,9417;0,69156;;;;
Las Condes;140518;0;56,3541;29,7917;0,438026;11,6446;34,7697;14,9483;54;13,6333;0,967347;;;;
Las Condes;140519;0;80,1666;31,9167;0,510511;33,2864;42,1136;9,76114;42,4167;8,875;1,11796;;;;
Las Condes;140520;0;72,375;26,375;0,39561;22,7646;29,5469;7,74331;57,9167;8,79166;0,537057;;;;
Las Condes;140521;0;11,1667;6,33333;0,110208;3,88693;15,0614;12,7449;82,3333;8,79166;0,341545;;;;
Las Condes;140522;0;28,2083;17,35;0,304093;26,5796;26,7418;7,94268;85,3333;6,38332;0,515508;;;;
Las Condes;140523;0;43,875;21,7917;0,459055;39,8477;39,2093;7,19675;71,4166;4,88332;1,91054;;;;
Las Condes;140524;0;38,1875;28,0417;0,289428;22,4881;31,5828;9,40019;47,9167;6,95;1,68919;;;;
Las Condes;140525;0;39,3541;46,1666;0,372581;21,5468;30,7264;9,90894;73,5;5,41666;1,27501;;;;
Las Condes;140526;0;47,375;35,375;0,548837;44,3924;42,7593;7,64706;71,25;5,49165;1,51188;;;;
Las Condes;140527;0;50,5;24,2083;0,546278;38,8019;49,2237;7,25175;54,4167;7,51665;1,83714;;;;
Las Condes;140528;0;60,1875;26,0417;0,326548;29,5292;39,6261;9,48611;25,5;12,3917;2,01551;;;;
Las Condes;140529;0;36,2083;22,4167;0,168402;12,1359;23,6271;11,1842;83,1666;8,31665;0,747978;;;;
Las Condes;140530;0;33,8541;23,9583;0,147988;12,505;23,6798;8,67488;83,3333;8,28333;0,268425;;;;
Las Condes;140531;0;43,0909;37,6666;0,377805;23,3364;32,5008;8,94644;80,75;7,6;1,06556;;;;
Las Condes;140601;0;37,1458;28,3333;0,61829;16,2933;32,9482;10,9264;64,4166;6,50832;1,3574;;;;
Las Condes;140602;0;87,3541;34,1666;1,33317;101,435;48,3789;5,88705;52,4167;6,90833;1,44474;;;;
Las Condes;140603;0;45,6875;24,6667;0,744819;46,2375;32,7764;8,65205;57,25;7,52499;0,649214;;;;
Las Condes;140604;0;14,1667;6,16666;0,373907;12,2773;19,5441;14,9002;94,25;2,85;0,0850687;;;;
Las Condes;140605;0;41,6875;23,625;0,726885;32,3479;32,6124;6,50925;78,8333;6,575;1,15392;;;;
Las Condes;140606;0;27,4167;16,875;0,388723;20,917;22,003;11,8752;77,1666;4,725;0,959764;;;;
Las Condes;140607;0;10,1875;7,45833;0,263652;8,0649;21,7427;11,3733;90,25;3,68333;1,20446;;;;
