Estacion;FECHA (YYMMDD);HORA (HHMM);MP10;MP2_5;CO;NO;NO2;O3;Humedad;Temperatura;Viento_v
Las Condes;40818;0;352,083;18,375;0,679166;224,333;;845,833;;654,166;107,537
Las Condes;40819;0;360,416;207,083;0,562499;23,525;;641,666;92,5;614,165;
Las Condes;40820;0;375,833;19,75;0,637499;253,782;;929,166;865,833;469,999;101,146
Las Condes;40821;0;437,916;24,375;0,808332;20,05;;107,917;754,164;3,25;17,425
Las Condes;40822;0;52,375;332,083;0,891665;351,683;;174,167;726,664;476,665;224,387
Las Condes;40823;0;598,333;321,364;104,166;29,37;;120,833;835,833;5,425;298,092
Las Condes;40824;0;633,333;30,125;0,841665;259,857;;135,417;550,833;101,583;151,261
Las Condes;40825;0;67;35,625;0,787498;25,725;;139,583;745,833;100,167;115,693
Las Condes;40826;0;687,916;428,333;0,883332;428,207;;245,833;98;111,583;0,506289
Las Condes;40827;0;820,476;446,364;1,15;21,2;;110,833;961,664;114,417;0,609074
Las Condes;40828;0;607,916;319,167;0,791665;160,195;;145,417;738,333;13,85;0,140748
Las Condes;40829;0;342,916;18,75;0,454166;240,611;;25,25;67;134,917;173,644
Las Condes;40830;0;51,5;215,417;0,608333;305,579;;164,583;468,333;14,175;220,083
Las Condes;40831;0;603,333;264,583;0,770832;246,571;;13,875;709,164;11,95;154,696
Las Condes;40901;0;75;360,833;0,874999;192,845;;162,083;92;944,997;138,368
Las Condes;40902;0;820,416;373,333;107,916;206,778;;979,166;59,5;160,833;119,915
Las Condes;40903;0;45,375;235,417;0,579165;105,833;;6,875;519,166;14,7;27,902
Las Condes;40904;0;163,333;879,166;0,404166;219,913;;508,333;100;954,999;0,583241
Las Condes;40905;0;335,416;18,75;0,820832;222,055;;508,333;951,664;100,333;0,360449
Las Condes;40906;0;156,667;929,166;0,558332;135,803;;556,522;77,25;111,833;0,976234
Las Condes;40907;0;182,083;106,667;0,395833;21,965;;858,333;99;615,833;155,255
Las Condes;40908;0;36,375;192,917;0,599999;24,35;;856,522;94;595,833;0,576571
Las Condes;40909;0;452,083;237,917;0,791665;270,208;;119,167;89,75;460,833;158,987
Las Condes;40910;0;559,583;287,917;0,916665;145,727;;13,375;92,75;593,333;0,990689
Las Condes;40911;0;400,833;217,917;0,658332;109,003;;18,25;879,164;6,925;122,668
Las Condes;40912;0;352,916;18,625;0,566666;220,055;;28,25;464,166;113,417;205,747
Las Condes;40913;0;70;340,416;0,741665;186,714;;212,917;578,333;133,833;194,223
Las Condes;40914;0;701,904;369,166;0,729165;139,792;;152,174;93;11;178,764
Las Condes;40915;0;640,416;38,5;0,758331;95,056;;214,583;805,833;116,167;220,367
Las Condes;40916;0;584,545;327,222;0,783332;112,737;;25,25;66,25;13,125;195,248
Las Condes;40917;0;330,416;21,625;0,579165;656,738;;117,917;95,5;120,083;0,319449
Las Condes;40918;0;270,417;149,583;0,195833;;;17,875;930,833;959,998;10,872
Las Condes;40919;0;221,667;145,417;0,354166;103,684;;15,75;96,75;917,499;0,485752
Las Condes;40920;0;374,166;16,875;0,424999;590,087;;14,125;81,5;990,833;189,662
Las Condes;40921;0;428,333;189,167;0,391666;189,278;;139,583;80,25;744,999;132,618
Las Condes;40922;0;543,333;22,5;0,516665;188,722;;15,75;853,333;644,166;168,402
Las Condes;40923;0;592,916;20,75;0,537498;19,74;;16,875;66,75;885,831;196,562
Las Condes;40924;0;63,625;244,583;0,762499;158,833;;20,875;56,5;932,497;107,127
Las Condes;40925;0;638,333;287,917;0,616666;971,149;;19,625;56,25;11,75;214,198
Las Condes;40926;0;479,166;229,583;0,454166;955,554;;270,417;885,833;117,333;135,541
Las Condes;40927;0;530,833;223,333;0,437499;694,425;;147,917;783,333;124,333;0,623911
Las Condes;40928;0;54,5;216,667;0,491665;179,737;;190,833;779,164;103,916;0,370087
Las Condes;40929;0;702,083;276,667;0,566666;159,631;;117,917;650,833;116,083;0,292573
Las Condes;40930;0;609,166;253,333;0,533332;10,264;;215,417;815,833;10,275;181,672
Las Condes;41001;0;689,166;269,167;0,529165;826,331;;283,333;628,333;12,375;166,415
Las Condes;41002;0;63,5;28,5;0,558332;680,235;;242,083;753,333;144,083;0,256736
Las Condes;41003;0;58,75;28,5;0,524999;;;284,583;793,333;14;0,984344
Las Condes;41004;0;77,25;315,833;0,616665;22,81;;297,917;83,25;150,833;0,191681
Las Condes;41005;0;564,583;272,917;0,608333;160,375;;4,625;883,333;13,95;0,64327
Las Condes;41006;0;48,625;22,125;0,549998;13,927;;2,7;966,664;112,333;0,346717
Las Condes;41007;0;296,667;123,333;0,345833;666,742;;595,238;97,25;989,165;127,704
Las Condes;41008;0;34,875;167,083;0,391666;167,666;;186,667;96;822,498;0,743464
Las Condes;41009;0;362,916;166,667;0,466665;126,333;;110,833;87,75;102,583;13,802
Las Condes;41010;0;390,416;195,833;0,562499;889,157;;7,875;943,333;794,999;0,806758
Las Condes;41011;0;182,917;804,166;0,279166;135,889;;122,083;915,833;887,497;106,925
Las Condes;41012;0;23;11,25;0,379166;19,395;;156,667;926,667;728,333;0,704363
Las Condes;41013;0;40,375;179,583;0,591665;187,368;;13,625;779,164;753,333;191,704
Las Condes;41014;0;441,666;199,167;0,516665;124,729;;147,083;84;921,666;0,453481
Las Condes;41015;0;302,917;134,167;0,304166;470,976;;154,583;819,164;809,166;0,476385
Las Condes;41016;0;304,583;13,125;0,362499;699,892;;188,333;77;101,416;0,672812
Las Condes;41017;0;270,417;123,333;0,362499;620,234;;14,875;855,833;884,163;0,375044
Las Condes;41018;0;428,333;151,364;0,379166;664,996;;19,375;88;819,165;131,615
Las Condes;41019;0;519,166;211,667;0,512499;142,333;;238,333;701,664;11;193,279
Las Condes;41020;0;568,333;218,333;0,524999;110,004;;180,417;773,333;116,083;162,115
Las Condes;41021;0;722,083;306,667;0,566666;121,193;;105,833;933,333;10,5;0,457708
Las Condes;41022;0;48,25;192,083;0,420833;650,224;;167,083;895,833;130,667;0,894053
Las Condes;41023;0;38,625;13,75;0,404166;600,672;;170,417;818,333;10,775;0,076818
Las Condes;41024;0;325,416;11,5;0,25;160,611;;24;616,666;110,333;114,868
Las Condes;41025;0;580,833;207,083;0,504166;104,045;;10,375;79,75;972,498;112,981
Las Condes;41026;0;378,333;158,333;0,429166;81,877;;16,625;84,75;120,166;0,257314
Las Condes;41027;0;44,5;203,333;0,412499;625,565;;26,25;814,164;128,083;150,736
Las Condes;41028;0;55,25;211,667;0,504166;137,095;;237,083;736,664;16,7;0,252429
Las Condes;41029;0;55,375;22,875;0,516665;107,363;;175,417;679,164;142,417;0,185648
Las Condes;41030;0;509,166;20,875;0,491666;778,175;;245,417;793,333;13,425;0,168615
Las Condes;41031;0;380,416;187,083;0,412499;0,78748;;31;774,164;13,175;114,682
Las Condes;41101;0;430,833;18,5;0,466666;167,833;;307,083;64;143,083;103,311
Las Condes;41102;0;567,916;218,333;0,649999;13,39;;10,75;650,833;162,917;0,848403
Las Condes;41103;0;555,416;16,875;0,454166;848,665;;13,625;87,25;132,083;0,816296
Las Condes;41104;0;289,167;115,417;0,266666;327,554;;19,5;56,75;10,925;0,573108
Las Condes;41105;0;425,833;204,583;0,466665;855,411;;226,667;59,25;779,166;117,973
Las Condes;41106;0;434,166;204,167;0,479166;367,569;;307,083;485,833;115,417;174,027
Las Condes;41107;0;525,833;25;0,495832;806,499;;22,5;476,666;145,833;0,910779
Las Condes;41108;0;484,166;197,917;0,4;584,999;;114,583;71,25;14,525;0,598453
Las Condes;41109;0;489,166;20,625;0,429166;403,628;;204,167;896,664;115,917;102,474
Las Condes;41110;0;496,666;224,583;0,479166;32,9;;264,583;786,664;121,416;0,583347
Las Condes;41111;0;792,916;32,875;0,774999;307,318;;558,333;69,75;142,833;0,525519
Las Condes;41112;0;28,875;166,667;0,749998;968,887;;445,833;820,833;15,25;0,506408
Las Condes;41113;0;804,166;5,125;0,395833;703,615;;8,125;99;121,917;0,898643
Las Condes;41114;0;21;115,833;0,520832;735,719;;199,167;;909,166;122,445
Las Condes;41115;0;301,667;13,375;0,349999;567,521;;20,875;869,164;102,667;0,170104
Las Condes;41116;0;42,875;20,25;0,391666;65,714;;282,083;845,833;10,9;11,564
Las Condes;41117;0;460,416;217,917;0,395833;130,238;;34,75;768,333;138,833;186,144
Las Condes;41118;0;54,5;256,818;0,516665;101,035;;279,167;774,164;141,667;107,372
Las Condes;41119;0;469,166;254,583;0,366666;414,445;;355,416;898,333;146,416;0,901208
Las Condes;41120;0;41;22,5;0,291666;0,669999;;351,666;836,664;15,725;0,311151
Las Condes;41121;0;35,375;180,833;0,308333;241,478;;271,667;804,164;14,125;0,520247
Las Condes;41122;0;39,25;179,583;0,316666;445,868;;21,125;898,333;15,3;0,227368
Las Condes;41123;0;35,375;167,917;0,279166;539,954;;169,167;874,247;13,35;125,534
Las Condes;41124;0;39,125;149,167;0,241666;701,289;;128,333;90,5;12,075;0,486993
Las Condes;41125;0;413,333;162,917;0,220833;458,181;;185,833;864,164;120,083;0,177342
Las Condes;41126;0;436,666;180,833;0,295833;456,683;;231,667;868,333;106,167;0,21841
Las Condes;41127;0;490,833;252,917;0,399999;41,739;;36,125;841,664;126,333;0,845378
Las Condes;41128;0;46,5;23,375;0,329166;144,352;;34,75;81,25;154,417;0,61412
Las Condes;41129;0;467,916;19,75;0,316666;366,173;;310,833;78;170,166;0,243942
Las Condes;41130;0;45,625;17,5;0,320833;101,722;;249,167;685,833;16,975;115,791
Las Condes;41201;0;38,125;13,125;0,270833;13,645;;20,875;681,664;15,55;0,304497
Las Condes;41202;0;458,333;17;0,366666;805,998;;167,917;70,5;149,917;0,150487
Las Condes;41203;0;34,5;12,375;0,358333;502,731;;197,917;758,333;153,833;0,273043
Las Condes;41204;0;36,75;167,917;0,4;596,136;;24,25;821,664;137,583;0,434137
Las Condes;41205;0;409,583;198,333;0,341666;0,941021;;289,583;58;181,333;140,743
Las Condes;41206;0;41,625;16,75;0,379166;554,377;;21,25;70,25;163,666;0,486156
Las Condes;41207;0;480,833;17,75;0,341666;413,398;;295,417;66,25;14,65;0,729048
Las Condes;41208;0;407,916;18,25;0,291666;242,409;;275,417;618,333;17,525;103,824
Las Condes;41209;0;60,5;212,917;0,329166;;;304,583;779,164;169,167;111,878
Las Condes;41210;0;520,833;243,333;0,329166;430,471;;315,833;78,25;152,833;
Las Condes;41211;0;49;21,5;0,412499;353,028;;274,583;693,333;180,916;0,82051
Las Condes;41212;0;47,25;219,583;0,3;187,157;;330,833;674,164;16,75;10,843
Las Condes;41213;0;51;234,167;0,395833;873,808;;265,833;656,664;170,916;101,597
Las Condes;41214;0;518,125;221,429;0,3375;149,905;;216,667;69,75;157,917;0,188864
Las Condes;41215;0;40,75;165,833;0,308333;106,776;;170,417;72,75;134,417;0,356104
Las Condes;41216;0;45;188,333;0,295833;139,278;;288,333;811,664;129,083;12,564
Las Condes;41217;0;538,333;21,125;0,399999;782,299;;25;678,333;137,917;124,317
Las Condes;41218;0;473,333;187,917;0,383333;565,659;;29,5;760,833;132,083;
Las Condes;41219;0;397,083;168,333;0,275;184,366;;307,917;641,664;15,5;0,241198
Las Condes;41220;0;48,75;202,917;0,266666;34,826;;272,083;59;147,833;127,141
Las Condes;41221;0;647,916;369,166;0,383333;332,091;;332,916;628,333;145,166;
Las Condes;41222;0;597,916;30,25;0,412499;112,095;;387,916;65,25;162,833;139,873
Las Condes;41223;0;582,083;19,125;0,320833;828,426;;166,667;553,333;171,667;118,671
Las Condes;41224;0;385,833;189,167;0,379166;728,275;;263,333;77,75;134,583;0,236306
Las Condes;41225;0;402,083;20,875;0,275;;;414,166;520,833;170,583;127,226
Las Condes;41226;0;533,333;269,583;0,341666;;;37,125;675,833;160,833;0,962379
Las Condes;41227;0;61,625;30,125;0,433332;452,481;;250,833;803,333;157,833;0,197057
Las Condes;41228;0;63,5;292,083;0,487499;503,546;;198,333;79,25;175,416;0,78333
Las Condes;41229;0;522,916;25,75;0,387499;378,503;;34,5;85,25;157,989;0,390854
Las Condes;41230;0;461,428;212,917;0,3375;371,989;;273,333;59;16,95;125,238
Las Condes;41231;0;450,833;20,75;0,366666;;;29,125;72,25;15,35;0,957017
Las Condes;50101;0;540,833;179,583;0,333333;;;35,875;741,664;17,8;0,878716
Las Condes;50102;0;379,583;169,167;0,216666;;;341,666;69,5;185,583;0,690347
Las Condes;50103;0;497,083;21,125;0,287499;;;377,083;65,75;200,166;0,513906
Las Condes;50104;0;595,833;269,167;0,379166;;;264,583;684,164;172,083;0,396529
Las Condes;50105;0;534,583;20,875;0,333333;;;290,417;76;173,583;133,586
Las Condes;50106;0;535,416;21,375;0,320833;;;31;678,333;17,5;128,091
Las Condes;50107;0;730,833;380,416;0,445833;;;391,666;52,75;166,666;150,835
Las Condes;50108;0;651,666;329,166;0,412499;;;355,833;59,25;165,083;151,685
Las Condes;50109;0;48,375;23,375;0,295833;;;388,333;61,25;17,725;0,377043
Las Condes;50110;0;532,083;254,583;0,395833;;;30,75;68;174,167;106,561
Las Condes;50111;0;680,833;31;0,374999;;;35,5;636,666;17,5;108,764
Las Condes;50112;0;604,583;27,125;0,404166;;;325,416;650,833;17,975;108,581
Las Condes;50113;0;542,083;242,917;0,370833;;;329,583;639,166;19,475;0,17116
Las Condes;50114;0;541,666;230,833;0,370832;11,8;217,737;184,583;481,666;17,5;0,943004
Las Condes;50115;0;489,583;233,333;0,333333;;;33,125;504,166;157,583;0,412742
Las Condes;50116;0;58,25;295,417;0,324999;;;413,333;576,666;180,166;178,587
Las Condes;50117;0;702,083;37;0,4625;;;340,833;770,833;160,416;
Las Condes;50118;0;60,625;291,667;0,408333;;;301,667;73,25;186,583;0,475067
Las Condes;50119;0;61,125;276,667;0,399999;;;314,167;70,75;179,833;105,812
Las Condes;50120;0;668,333;295,417;0,395833;;;31,5;656,664;170,667;0,160869
Las Condes;50121;0;62,25;28,75;0,408333;;;25,25;781,664;15,3;
Las Condes;50122;0;470,416;23,125;0,349999;;;30,625;840,833;150,166;
Las Condes;50123;0;39,25;189,167;0,3125;;;287,083;636,666;167,166;10,301
Las Condes;50124;0;443,333;219,583;0,308333;;;293,333;653,333;172,333;10,793
Las Condes;50125;0;58;259,583;0,329166;;;310,417;52,5;183,583;106,266
Las Condes;50126;0;574,583;264,583;0,320833;;;25;566,666;165,166;124,775
Las Condes;50127;0;540,416;265,833;0,362499;;;25;79,5;135,166;0,219444
Las Condes;50128;0;506,666;225,833;0,333333;;;267,917;758,333;15,075;0,909673
Las Condes;50129;0;327,916;122,917;0,220833;;;122,917;531,666;16,8;0,966757
Las Condes;50130;0;219,167;833,333;0,120833;;;17,375;889,164;929,999;0,683969
Las Condes;50131;0;31,75;161,667;0,279166;;;230,417;75,75;979,166;120,009
Las Condes;50201;0;578,333;315,417;0,291666;;;397,916;538,333;15,1;147,782
Las Condes;50202;0;85;529,583;0,466666;;;432,916;55,25;160,916;169,478
Las Condes;50203;0;832,083;515,833;0,516665;;;312,917;826,664;146,333;
Las Condes;50204;0;63,55;426,666;0,424999;;;36,75;834,164;149,917;0,889374
Las Condes;50205;0;634,583;395,833;0,379166;;;344,583;77,5;166,083;0,263524
Las Condes;50206;0;53,25;35,125;0,287499;;;339,583;855,833;146,167;0,407656
Las Condes;50207;0;46,875;275,417;0,287499;;;23,75;803,333;161,166;0,232781
Las Condes;50208;0;50,25;271,667;0,275;;;351,666;769,164;15,45;0,468481
Las Condes;50209;0;598,333;319,583;0,354166;;;372,083;553,333;18,1;206,549
Las Condes;50210;0;594,583;313,333;0,420833;;;36,625;72,75;176,833;189,313
Las Condes;50211;0;582,083;338,333;0,412499;;;20,875;651,664;17,65;171,504
Las Condes;50212;0;427,083;232,083;0,383333;;;173,333;969,164;14,9;0,750849
Las Condes;50213;0;338,333;17;0,233333;;;241,667;95,75;136,583;0,315783
Las Condes;50214;0;414,166;199,167;0,25;;;224,167;848,333;14,125;0,21689
Las Condes;50215;0;52;260,417;0,295833;;;27,625;82,25;145,833;0,311491
Las Condes;50216;0;62;312,917;0,316666;;;303,333;78;16,05;0,188958
Las Condes;50217;0;589,583;332,083;0,399999;121,778;23,25;21,75;87,75;162,083;0,192792
Las Condes;50218;0;58;317,727;0,295454;;;34,75;915,833;161,666;0,961105
Las Condes;50219;0;54,75;32,75;0,129166;;;317,917;873,333;16,775;0,45776
Las Condes;50220;0;540,833;33,5;0,133333;;;364,166;705,833;193,083;0,731051
Las Condes;50221;0;542,916;316,667;0,179166;;;309,167;82;178,333;0,534528
Las Condes;50222;0;519,583;30,381;0,179166;;;29,125;816,664;174,166;0,198282
Las Condes;50223;0;515,833;264,167;0,191304;;;309,167;696,664;179,833;10,579
Las Condes;50224;0;60,25;309,167;0,379166;;;269,583;680,833;18,425;168,408
Las Condes;50225;0;61,875;314,583;0,424999;;;385,416;69,25;20,025;128,711
Las Condes;50226;0;59,5;302,083;0,287499;;;414,166;434,166;213,167;157,986
Las Condes;50227;0;559,166;321,666;0,375;;;287,917;866,664;160,583;0,164426
Las Condes;50228;0;536,666;296,667;0,358333;;;16,125;93,75;15,375;0,168888
Las Condes;50301;0;853,333;343,333;0,391666;105,444;275,556;210,417;921,664;15,85;0,112459
Las Condes;50302;0;616,666;329,166;0,462499;;;28,625;91;148,667;0,168722
Las Condes;50303;0;63,5;304,583;0,387499;;;342,083;72,25;176,583;14,686
Las Condes;50304;0;522,916;235,417;0,391666;;;220,417;77,5;17,175;0,528002
Las Condes;50305;0;47,25;257,083;0,454166;;;25;77,25;196,917;0,638881
Las Condes;50306;0;458,333;235,833;0,366666;;;16;575,833;173,167;0,309121
Las Condes;50307;0;48,75;231,667;0,345833;;;7,125;58,5;14,5;130,524
Las Condes;50308;0;422,083;226,667;0,416666;161,181;198,864;168,333;900,833;12,425;0,381048
Las Condes;50309;0;518,333;27;0,462499;;;217,083;765,833;143,667;177,139
Las Condes;50310;0;50;276,667;0,437499;;;28,875;674,164;176,833;154,977
Las Condes;50311;0;46,625;255,417;0,554165;199,391;261,391;558,333;740,833;159,417;
Las Condes;50312;0;292,917;210,417;0,508332;141,333;201,905;113,333;;143,916;0,311121
Las Condes;50313;0;274,167;162,083;0,391666;;;315,417;850,833;130,166;224,084
Las Condes;50314;0;440,416;251,667;0,454166;;;317,917;615,833;172,333;17,572
Las Condes;50315;0;443,333;24,75;0,549999;198,087;253,522;172,917;846,664;148,583;104,338
Las Condes;50316;0;455,833;23,625;0,495832;203,895;203,842;23;913,333;131,167;0,195019
Las Condes;50317;0;413,333;24;0,4375;172,158;191,105;17,375;91,75;143,667;0,464114
Las Condes;50318;0;44;264,583;0,466666;164,842;255,055;246,667;794,164;146,333;0,982367
Las Condes;50319;0;565,416;346,666;0,462499;;;365,833;50;154,917;155,147
Las Condes;50320;0;60,125;40,875;0,512499;;;274,583;571,666;159,167;0,395263
Las Condes;50321;0;575,555;337,894;0,504166;;;224,348;699,164;15,65;137,209
Las Condes;50322;0;514,166;284,167;0,416666;110,404;;25;758,333;152,917;104,185
Las Condes;50323;0;56,625;299,583;0,479166;;;29,75;701,664;160,667;157,116
Las Condes;50324;0;61,75;357,916;0,491666;;;31,5;619,166;166,666;193,482
Las Condes;50325;0;494,166;323,333;0,345833;;;394,166;691,664;16,05;0,570004
Las Condes;50326;0;37,75;241,667;0,4;;;119,583;698,333;164,333;
Las Condes;50327;0;387,916;26,125;0,433332;843,332;17;264,583;875,833;10,575;107,754
Las Condes;50328;0;58,75;30,5;0,437499;;;22,75;76,75;13,325;16,523
Las Condes;50329;0;785,833;33,421;0,762499;;;144,583;538,333;149,167;189,932
Las Condes;50330;0;108,125;320,416;110,416;713,772;43,345;4,625;74,75;13,9;0,513885
Las Condes;50331;0;961,666;269,583;0,962499;387,124;429,208;458,333;854,164;121,083;0,306431
Las Condes;50401;0;500,416;13,15;0,599999;;;841,666;64,25;151,667;105,076
Las Condes;50402;0;44,125;150,833;0,591665;23,221;239,052;184,167;68,25;105,333;181,074
Las Condes;50403;0;424,166;14,75;0,529165;;;26,625;67,75;119,167;24,794
Las Condes;50404;0;589,583;272,105;0,570832;;;24;626,666;121,583;149,243
Las Condes;50405;0;685,416;278,333;0,579165;;;19,375;70;117,833;182,664
Las Condes;50406;0;584,166;235,833;0,583332;15,975;30,51;166,667;753,333;114,083;140,171
Las Condes;50407;0;562,083;224,167;0,637499;21,65;299,363;161,667;76,75;909,163;126,554
Las Condes;50408;0;717,916;299,583;0,662498;219,778;391,111;209,583;685,833;103,833;200,775
Las Condes;50409;0;665,416;31;0,620832;142,632;358,105;266,667;72,75;107,167;224,045
Las Condes;50410;0;514,583;25,625;0,504166;;;281,667;725,833;11;138,978
Las Condes;50411;0;562,916;239,583;0,512499;;;17,5;74;106,667;0,914601
Las Condes;50412;0;739,583;353,333;0,779165;308,499;42,14;954,166;80,5;999,164;151,981
Las Condes;50413;0;71,75;338,333;0,670833;20,3;335,227;147,917;878,333;968,332;204,071
Las Condes;50414;0;709,583;315,417;0,608332;17,475;34,21;20,375;838,333;101,167;15,142
Las Condes;50415;0;822,916;326,666;0,862499;;;25,125;66,25;11,4;186,252
Las Condes;50416;0;903,333;442,916;0,712499;153,833;405,555;300,833;360,833;14,15;240,586
Las Condes;50417;0;800,416;434,583;0,674998;;;425,833;728,333;114,167;142,958
Las Condes;50418;0;78,125;372,083;0,741665;;;252,917;629,166;12,275;170,936
Las Condes;50419;0;574,583;211,667;0,545832;;;21,75;48,5;12,3;161,068
Las Condes;50420;0;68,5;291,667;0,612498;;;209,167;259,167;178,916;16,356
Las Condes;50421;0;86,75;383,333;0,712499;;;252,917;495,833;132,833;254,377
Las Condes;50422;0;846,666;42,375;0,733332;;;244,583;530,833;13,3;239,275
Las Condes;50423;0;979,583;519,583;0,899999;21,41;54,735;119,167;485,833;134,167;172,393
Las Condes;50424;0;574,583;285,417;0,612499;16,28;30,36;185,417;538,333;145,917;166,289
Las Condes;50425;0;449,166;201,667;0,499999;;;139,167;681,664;12,6;224,896
Las Condes;50426;0;512,916;28,5;0,624999;24,89;38,895;109,167;;104,667;181,033
Las Condes;50427;0;747,083;46;0,858332;399,374;380,167;2,5;;107,333;209,092
Las Condes;50428;0;517,916;318,333;0,812499;372,125;288,917;904,166;;111,083;0,537223
Las Condes;50429;0;409,166;190,833;0,804166;27,45;460,818;131,667;;101,667;203,712
Las Condes;50430;0;50,125;280,833;0,758331;169,571;408,714;20,25;;148,583;152,833
Las Condes;50501;0;595,833;37,375;0,804165;109,789;351,158;32,375;;12,15;0,920609
Las Condes;50502;0;73,875;43;0,949999;23,905;56,73;143,333;;10,175;111,426
Las Condes;50503;0;569,583;302,083;0,604165;171,666;324,285;620,833;;997,498;0,326924
Las Condes;50504;0;183,333;8,25;0,399999;149,666;200,952;508,333;;115,917;0,43679
Las Condes;50505;0;41,25;249,167;0,824999;416,869;282,652;220,833;;974,164;0,50623
Las Condes;50506;0;494,583;28,75;0,999998;427,625;361,791;8,75;;701,665;176,165
Las Condes;50507;0;605,833;27,625;0,966665;328,624;417,708;3,625;;838,332;169,234
Las Condes;50508;0;37,875;19,875;0,670832;167,363;294,864;134,583;;130,417;0,706429
Las Condes;50509;0;73,25;387,083;128,333;835,903;434,191;254,166;;12,95;140,497
Las Condes;50510;0;26,875;15,5;0,745831;376,782;189,261;345,833;;122,167;0,231885
Las Condes;50511;0;74,875;404,583;163,333;978,086;393,682;170,833;;657,499;194,938
Las Condes;50512;0;46,625;244,167;0,783332;461,458;355,042;729,166;;100,083;264,275
Las Condes;50513;0;38,375;260,833;0,812498;449,791;231,958;1,25;;122,167;0,0914687
Las Condes;50514;0;217,083;18;0,599998;194,619;198,095;179,167;;967,499;104,447
Las Condes;50515;0;262,917;201,667;0,845832;241,636;157,773;8,375;;857,497;0,748549
Las Condes;50516;0;35,25;193,333;0,808331;281,125;236,208;7,75;;618,333;124,623
Las Condes;50517;0;36,875;201,667;0,841665;375,041;25,1;220,833;;714,165;137,302
Las Condes;50518;0;14;891,666;0,445832;120,917;152,833;7,375;;904,999;0,502954
Las Condes;50519;0;21,75;116,667;0,504166;193,611;21,4;766,666;;532,499;147,387
Las Condes;50520;0;36,25;300,476;0,762499;289,449;25,955;833,333;;706,666;0,684015
Las Condes;50521;0;338,333;194,583;0,816665;184,541;316,208;941,666;;356,667;248,501
Las Condes;50522;0;59,875;39,75;1,4;447,739;362,827;258,333;;809,998;0,8901
Las Condes;50523;0;164,167;9;0,354166;;;12,75;;137,917;256,847
Las Condes;50524;0;25,875;148,333;0,712499;262,916;179,833;5,875;;811,664;0,703669
Las Condes;50525;0;545,416;277,083;102,083;693,149;26,325;179,167;;858,333;101,148
Las Condes;50526;0;715,416;427,916;155,833;942,129;259,546;1;;889,165;0,880779
Las Condes;50527;0;674,166;33,625;1,525;126,9;332,158;504,166;;10,45;0,100422
Las Condes;50528;0;663,333;376,666;1,675;958,873;343,417;108,333;;10,275;13,407
Las Condes;50529;0;430,416;297,917;121,667;349,791;310,041;754,166;;101,333;151,143
Las Condes;50530;0;50,875;265,417;1,3;538,856;511,143;554,166;;84,583;178,077
Las Condes;50531;0;72;40,375;136,666;591,791;51,675;5,125;;10,5;244,018
Las Condes;50601;0;78,25;464,166;137,917;623,375;558,708;5,625;;974,164;23,074
Las Condes;50602;0;427,083;30,125;0,908333;404,833;338,834;108,333;;101,833;160,896
Las Condes;50603;0;274,583;187,917;0,637499;322,249;232,292;2;;975,832;0,580441
Las Condes;50604;0;41,375;297,083;0,829165;320,291;24;408,333;;774,165;10,982
Las Condes;50605;0;45,375;302,917;11,125;361,958;324,458;466,666;;546,666;287,879
Las Condes;50606;0;626,666;377,916;1,2;476,124;458,333;6,25;;910,831;18,008
Las Condes;50607;0;920,416;558,333;139,583;892,081;51,225;108,333;;926,665;0,943847
Las Condes;50608;0;765,833;46,25;151,666;801,332;528,126;2,375;;994,165;0,955956
Las Condes;50609;0;994,583;600,416;165,417;933,416;618,958;104,167;;11,45;167,197
Las Condes;50610;0;32,625;245,833;109,167;642,623;325,667;120,833;;11,65;163,562
Las Condes;50611;0;202,917;155,417;0,649999;276,052;254,421;254,166;;882,497;0,453748
Las Condes;50612;0;67,25;442,916;114,583;402,791;270,167;166,667;;886,664;0,591908
Las Condes;50613;0;225,417;858,333;0,445833;;;127,083;;924,164;0,933578
Las Condes;50614;0;20,75;13,75;0,520832;321,666;225,333;454,166;;16,15;0,503466
Las Condes;50615;0;24;149,167;0,674999;361,591;215,045;304,166;;940,833;0,275913
Las Condes;50616;0;399,583;209,167;0,787498;432,951;271,619;304,166;;10,35;0,411332
Las Condes;50617;0;75,875;376,364;162,917;104,358;294,875;;;115,083;0,2139
Las Condes;50618;0;157,917;11;0,604165;257,666;236,143;391,666;;12,675;0,929969
Las Condes;50619;0;327,083;20,875;0,699999;21,614;;10,875;;124,083;313,307
Las Condes;50620;0;685,416;32,875;1,3;977,544;292,667;2,875;;115,333;170,128
Las Condes;50621;0;43,25;260,833;104,583;664,166;216,333;2,625;;11,7;141,872
Las Condes;50622;0;606,666;319,167;1,025;471,999;39,787;570,833;;108,583;0,39667
Las Condes;50623;0;66,5;304,583;0,916665;472,635;38;508,333;;10,75;156,469
Las Condes;50624;0;840,416;466,666;12,875;521,957;464,459;513,043;;115,083;174,154
Las Condes;50625;0;693,333;41,375;108,333;275,541;467,958;754,166;;994,997;1,371
Las Condes;50626;0;452,083;235,417;0,662498;;;8,625;;850,832;206,206
Las Condes;50627;0;14,625;895,833;0,333333;;;112,083;;18,075;0,974527
Las Condes;50628;0;35,625;21,625;0,879165;506,216;;654,166;;951,665;214,821
Las Condes;50629;0;375,833;290,454;0,849998;447,916;17,775;341,666;;130,417;0,992167
Las Condes;50630;0;478,333;25,125;0,779165;40,113;258,956;2,75;;10,175;213,203
