location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
808,"Indura","pm10",66,"µg/m³","2025-07-05T20:00:00Z","2025-07-05T16:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",62,"µg/m³","2025-07-05T21:00:00Z","2025-07-05T17:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",59,"µg/m³","2025-07-05T22:00:00Z","2025-07-05T18:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",53,"µg/m³","2025-07-05T23:00:00Z","2025-07-05T19:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",48,"µg/m³","2025-07-06T00:00:00Z","2025-07-05T20:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",46,"µg/m³","2025-07-06T01:00:00Z","2025-07-05T21:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",45,"µg/m³","2025-07-06T02:00:00Z","2025-07-05T22:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",43,"µg/m³","2025-07-06T03:00:00Z","2025-07-05T23:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",42,"µg/m³","2025-07-06T04:00:00Z","2025-07-06T00:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",41,"µg/m³","2025-07-06T05:00:00Z","2025-07-06T01:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",41,"µg/m³","2025-07-06T06:00:00Z","2025-07-06T02:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",40,"µg/m³","2025-07-06T07:00:00Z","2025-07-06T03:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",39,"µg/m³","2025-07-06T08:00:00Z","2025-07-06T04:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",39,"µg/m³","2025-07-06T09:00:00Z","2025-07-06T05:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",39,"µg/m³","2025-07-06T10:00:00Z","2025-07-06T06:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",39,"µg/m³","2025-07-06T11:00:00Z","2025-07-06T07:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",39,"µg/m³","2025-07-06T12:00:00Z","2025-07-06T08:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",39,"µg/m³","2025-07-06T13:00:00Z","2025-07-06T09:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",39,"µg/m³","2025-07-06T14:00:00Z","2025-07-06T10:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",40,"µg/m³","2025-07-06T15:00:00Z","2025-07-06T11:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",40,"µg/m³","2025-07-06T16:00:00Z","2025-07-06T12:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",40,"µg/m³","2025-07-06T17:00:00Z","2025-07-06T13:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",40,"µg/m³","2025-07-06T18:00:00Z","2025-07-06T14:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",40,"µg/m³","2025-07-06T19:00:00Z","2025-07-06T15:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
808,"Indura","pm10",40,"µg/m³","2025-07-06T20:00:00Z","2025-07-06T16:00:00-04:00","America/Santiago",-36.769803,-73.113708,,,,"Unknown Governmental Organization","Chile - SINCA"
